item_id,verb_stem,distance_bucket,n_intervening_tokens,context_sentence,correct_prefix,distractor_prefixes,n_candidates,full_original_sentence,intervening_text,sent_id,source_file,correct_logprob,correct_logprob_per_token,distractor_logprobs,best_distractor_logprob,margin,model_prefers_correct,rank,n_candidates,reciprocal_rank
11,gehen,short,1,Die Untersuchung geht davon,aus,ab;abwärts;an;auf;aufwärts;auseinander;bergauf;drauf;durch;ein;einher;entgegen;heim;her;herum;hervor;hin;hinaus;hinweg;hoch;los;mit;nach;schief;um;umher;unter;verloren;vonstatten;vor;voran;voraus;vorbei;weg;weiter;zu;zugrunde;zurück;zusammen;über,41,"Die Untersuchung geht davon aus , daß Online-Werbung überdies eher wahrgenommen werde als Werbung im Fernsehen .",davon,hdt-s101616,de_hdt-ud-train-a-2.conllu,-0.0009235645993612707,-0.0009235645993612707,-9.7761;-23.1500;-12.7346;-10.3104;-18.4475;-13.5769;-17.8145;-16.1610;-11.7640;-9.7088;-14.8544;-18.6694;-19.1285;-12.3464;-18.6911;-9.5671;-14.8284;-11.8230;-19.5264;-16.6631;-12.8647;-14.7475;-10.7177;-18.6692;-13.9937;-19.5300;-13.0438;-16.2181;-20.8041;-12.5411;-17.0664;-15.6239;-17.7444;-14.2365;-14.1015;-13.5677;-17.5493;-13.1592;-18.1974;-10.5473,-9.567142486572266,9.566218921972904,1,1,41,1.0
12,gehen,short,1,Aus der heute veröffentlichten Mitteilung geht lediglich,hervor,ab;abwärts;an;auf;aufwärts;aus;auseinander;bergauf;drauf;durch;ein;einher;entgegen;heim;her;herum;hin;hinaus;hinweg;hoch;los;mit;nach;schief;um;umher;unter;verloren;vonstatten;vor;voran;voraus;vorbei;weg;weiter;zu;zugrunde;zurück;zusammen;über,41,"Aus der heute veröffentlichten Mitteilung geht lediglich hervor , dass das Unternehmen den Verkaufsstart der Konsole in Europa im Frühjahr 2002 erwartet .",lediglich,hdt-s66323,de_hdt-ud-train-a-2.conllu,-0.06390693783760071,-0.06390693783760071,-9.8955;-17.7977;-7.8722;-4.0715;-16.2143;-5.0616;-16.5727;-16.4384;-8.8578;-9.1312;-5.0995;-12.4811;-11.7563;-18.5710;-10.6294;-15.1446;-11.0908;-14.3870;-15.1044;-13.0874;-12.1892;-10.3678;-8.4381;-16.0750;-8.8420;-17.2082;-8.0705;-11.5368;-18.1509;-9.0946;-16.2970;-13.9834;-15.0024;-13.3752;-8.7109;-6.0767;-13.5024;-11.0762;-13.2812;-7.7737,-4.071467876434326,4.0075609385967255,1,1,41,1.0
13,gehen,medium,7,Hier geht seinem Eigennamen die Bezeichnung Herr der Kronen,voraus,ab;abwärts;an;auf;aufwärts;aus;auseinander;bergauf;drauf;durch;ein;einher;entgegen;heim;her;herum;hervor;hin;hinaus;hinweg;hoch;los;mit;nach;schief;um;umher;unter;verloren;vonstatten;vor;voran;vorbei;weg;weiter;zu;zugrunde;zurück;zusammen;über,41,Hier geht seinem Eigennamen die Bezeichnung Herr der Kronen voraus.,seinem Eigennamen die Bezeichnung Herr der Kronen,train-s5315,de_gsd-ud-train.conllu,-2.0710666179656982,-2.0710666179656982,-3.8131;-13.8624;-3.3335;-3.5871;-13.2583;-5.4423;-11.4257;-13.6780;-7.6156;-5.1619;-2.0703;-6.4425;-2.7368;-10.1823;-7.0029;-12.6274;-8.1317;-5.2647;-9.4029;-8.8586;-8.0448;-9.6166;-5.7811;-2.7540;-14.4879;-6.9429;-12.2798;-6.6821;-6.8658;-14.2953;-4.7345;-6.0321;-7.1674;-8.1993;-6.7471;-2.2324;-6.7696;-6.9726;-9.8418;-4.5007,-2.0703227519989014,-0.000743865966796875,0,2,41,0.5
14,gehen,medium,4,Gerade in Städten und dichter besiedelten Regionen jedoch gehen immer mehr Feuerwehren dazu,über,ab;abwärts;an;auf;aufwärts;aus;auseinander;bergauf;drauf;durch;ein;einher;entgegen;heim;her;herum;hervor;hin;hinaus;hinweg;hoch;los;mit;nach;schief;um;umher;unter;verloren;vonstatten;vor;voran;voraus;vorbei;weg;weiter;zu;zugrunde;zurück;zusammen,41,"Gerade in Städten und dichter besiedelten Regionen jedoch gehen immer mehr Feuerwehren dazu über, auf die sogenannte stille Alarmierung mittels Funkmeldeempfänger und vereinzelt auch zusätzlich per SMS umzustellen.",immer mehr Feuerwehren dazu,train-s5038,de_gsd-ud-train.conllu,-0.000734297966118902,-0.000734297966118902,-16.5386;-26.2239;-13.1797;-9.6827;-19.9294;-7.8598;-12.2743;-20.4244;-16.6828;-12.8310;-12.0396;-22.1768;-19.6989;-21.3696;-16.5213;-23.1259;-15.3193;-17.3497;-17.0375;-26.9850;-18.2030;-15.3321;-12.0020;-16.2286;-23.1266;-14.5318;-21.6414;-13.2155;-16.8928;-20.4133;-12.7643;-17.8290;-19.3504;-21.3666;-17.6919;-13.8436;-17.7318;-21.5438;-14.2488;-15.3866,-7.85984992980957,7.859115631843451,1,1,41,1.0
15,gehen,medium,4,Möglicherweise aber gingen die Araber noch anders,vor,ab;abwärts;an;auf;aufwärts;aus;auseinander;bergauf;drauf;durch;ein;einher;entgegen;heim;her;herum;hervor;hin;hinaus;hinweg;hoch;los;mit;nach;schief;um;umher;unter;verloren;vonstatten;voran;voraus;vorbei;weg;weiter;zu;zugrunde;zurück;zusammen;über,41,Möglicherweise aber gingen die Araber noch anders vor .,die Araber noch anders,hdt-s102448,de_hdt-ud-dev.conllu,-0.4199891984462738,-0.4199891984462738,-8.4331;-16.1487;-4.3722;-4.3703;-14.2728;-5.4464;-6.9570;-12.2178;-7.0958;-7.4224;-7.6334;-9.3967;-13.2867;-10.5999;-6.8311;-7.2093;-8.2091;-6.1477;-8.2500;-11.2645;-11.7438;-7.8338;-2.8257;-4.8656;-14.3259;-3.7361;-9.3169;-6.5593;-11.0359;-11.6970;-4.9520;-11.1208;-12.0028;-6.0604;-8.3129;-4.5265;-9.7967;-7.0738;-8.4576;-5.5025,-2.825655460357666,2.405666261911392,1,1,41,1.0
16,gehen,long,13,Den Gewinnrückgang aus dem operativen Geschäft geht vor allem auf Preissenkungen in dem Festnetzbereich und hohen Akquisitionskosten für neue Mobilfunkkunden,zurück,ab;abwärts;an;auf;aufwärts;aus;auseinander;bergauf;drauf;durch;ein;einher;entgegen;heim;her;herum;hervor;hin;hinaus;hinweg;hoch;los;mit;nach;schief;um;umher;unter;verloren;vonstatten;vor;voran;voraus;vorbei;weg;weiter;zu;zugrunde;zusammen;über,41,Den Gewinnrückgang aus dem operativen Geschäft geht vor allem auf Preissenkungen im Festnetzbereich und hohen Akquisitionskosten für neue Mobilfunkkunden zurück .,vor allem auf Preissenkungen in dem Festnetzbereich und hohen Akquisitionskosten für neue Mobilfunkkunden,hdt-s38729,de_hdt-ud-train-a-1.conllu,-0.06702668964862823,-0.06702668964862823,-9.7567;-18.2410;-7.7766;-8.2923;-16.5526;-6.6418;-11.1715;-15.6827;-13.2018;-6.8095;-6.9469;-9.7613;-14.3362;-17.0152;-13.5649;-15.7195;-10.2606;-8.5869;-9.0594;-16.9582;-13.6596;-12.3289;-6.3479;-8.0780;-13.5253;-10.3787;-17.1611;-9.0475;-12.0667;-20.8231;-9.1571;-14.8649;-10.5288;-14.3358;-12.8024;-10.2518;-6.6321;-13.1936;-9.3709;-8.3925,-6.347933292388916,6.280906602740288,1,1,41,1.0
17,gehen,long,8,"Für 2001 geht man von einem Geschäftsvolumen von 57,2 Milliarden US-Dollar",aus,ab;abwärts;an;auf;aufwärts;auseinander;bergauf;drauf;durch;ein;einher;entgegen;heim;her;herum;hervor;hin;hinaus;hinweg;hoch;los;mit;nach;schief;um;umher;unter;verloren;vonstatten;vor;voran;voraus;vorbei;weg;weiter;zu;zugrunde;zurück;zusammen;über,41,"Für 2001 geht man von einem Geschäftsvolumen von 57,2 Milliarden US-Dollar aus .","man von einem Geschäftsvolumen von 57,2 Milliarden US-Dollar",hdt-s41544,de_hdt-ud-train-a-1.conllu,-0.32231438159942627,-0.32231438159942627,-6.6242;-13.6383;-5.5911;-4.1659;-11.0987;-11.0704;-14.0917;-12.6681;-6.6898;-5.3298;-10.5132;-11.7617;-11.6172;-7.9575;-14.2681;-8.1643;-9.2056;-11.6769;-13.7675;-9.8672;-8.7055;-5.0233;-5.2536;-15.0509;-6.5384;-14.5375;-7.4588;-10.4726;-17.6944;-7.5179;-11.8495;-8.2250;-13.2448;-9.6609;-11.2656;-5.5031;-12.2346;-5.6809;-10.5251;-6.8289,-4.165919303894043,3.8436049222946167,1,1,41,1.0
18,gehen,long,8,Die Auktion geht nach den Feiertagen an dem 5. Januar 2001,weiter,ab;abwärts;an;auf;aufwärts;aus;auseinander;bergauf;drauf;durch;ein;einher;entgegen;heim;her;herum;hervor;hin;hinaus;hinweg;hoch;los;mit;nach;schief;um;umher;unter;verloren;vonstatten;vor;voran;voraus;vorbei;weg;zu;zugrunde;zurück;zusammen;über,41,Die Auktion geht nach den Feiertagen am 5. Januar 2001 weiter ; das Endergebnis könnte nach Expertenmeinung bereits zwischen dem 12. und dem 20. Januar feststehen .,nach den Feiertagen an dem 5. Januar 2001,hdt-s163563,de_hdt-ud-train-b-1.conllu,-3.0247960090637207,-3.0247960090637207,-3.6580;-15.9461;-6.3407;-4.3683;-12.7446;-4.6548;-10.6157;-13.8859;-12.4424;-5.5947;-5.4029;-7.9702;-9.1362;-11.4891;-9.1625;-7.9213;-10.3720;-11.2151;-7.7238;-15.5087;-11.3122;-4.8886;-4.2925;-5.6059;-11.5728;-1.8684;-16.4876;-4.6787;-8.9384;-12.2314;-7.1024;-12.5566;-10.8514;-5.6350;-10.9257;-2.8883;-10.4499;-5.7602;-9.7212;-4.0835,-1.8684087991714478,-1.156387209892273,0,3,41,0.3333333333333333
19,stellen,short,1,Schnell stellen sie,fest,ab;an;auf;aus;bereit;dar;ein;entgegen;fertig;frei;gegenüber;gleich;her;heraus;hin;infrage;klar;nach;quer;raus;richtig;sicher;um;vor;zu;zusammen,27,"Schnell stellen sie fest, dass der Doc bereits verstorben ist.",sie,train-s12942,de_gsd-ud-train.conllu,-1.7481180429458618,-1.7481180429458618,-6.8337;-6.3264;-5.0239;-6.3135;-7.3936;-5.8746;-4.1405;-11.7129;-8.0014;-10.1392;-10.1122;-7.8900;-7.8735;-5.4752;-9.7880;-11.4047;-6.3086;-6.2226;-10.5846;-7.9374;-8.4809;-2.6042;-7.8869;-5.5353;-6.6990;-6.3532,-2.604158878326416,0.8560408353805542,1,1,27,1.0
20,stellen,short,2,Dell stellt neue Business-PCs,vor,ab;an;auf;aus;bereit;dar;ein;entgegen;fertig;fest;frei;gegenüber;gleich;her;heraus;hin;infrage;klar;nach;quer;raus;richtig;sicher;um;zu;zusammen,27,Dell stellt neue Business-PCs vor,neue Business-PCs,hdt-s44161,de_hdt-ud-train-a-1.conllu,-0.8399590253829956,-0.8399590253829956,-6.0582;-5.8635;-4.0640;-4.6747;-7.8241;-8.0215;-5.0656;-11.0472;-8.5890;-8.8971;-11.3490;-10.5203;-9.9509;-5.8237;-4.7184;-12.6874;-10.2732;-9.3399;-6.9335;-12.5948;-7.2102;-11.7648;-9.5561;-7.6085;-6.4694;-6.6588,-4.064042091369629,3.2240830659866333,1,1,27,1.0
21,stellen,short,1,Deutsche Bank 24 stellt eCash,ein,ab;an;auf;aus;bereit;dar;entgegen;fertig;fest;frei;gegenüber;gleich;her;heraus;hin;infrage;klar;nach;quer;raus;richtig;sicher;um;vor;zu;zusammen,27,Deutsche Bank 24 stellt eCash ein,eCash,hdt-s190397,de_hdt-ud-train-b-2.conllu,-2.725597381591797,-2.725597381591797,-5.1512;-4.4379;-3.0655;-5.1910;-4.8903;-5.0976;-6.9020;-8.5308;-5.8553;-7.2334;-7.9372;-8.1373;-6.0581;-5.0393;-10.1205;-8.8831;-6.3140;-5.8037;-13.6329;-8.2573;-10.3111;-5.3392;-7.0091;-2.7991;-6.7348;-6.0312,-2.7990570068359375,0.07345962524414062,1,1,27,1.0
22,stellen,medium,3,Mainboards mit dem i860-Chipsatz und zwei 603-poligen Prozessorsockeln für das neue µPGA-603-Gehäuse des Xeon stellen nur wenige Firmen,her,ab;an;auf;aus;bereit;dar;ein;entgegen;fertig;fest;frei;gegenüber;gleich;heraus;hin;infrage;klar;nach;quer;raus;richtig;sicher;um;vor;zu;zusammen,27,Mainboards mit dem i860-Chipsatz und zwei 603-poligen Prozessorsockeln für das neue µPGA-603-Gehäuse des Xeon stellen nur wenige Firmen her .,nur wenige Firmen,hdt-s44039,de_hdt-ud-train-a-1.conllu,-3.4967777729034424,-3.4967777729034424,-5.5621;-6.7405;-3.2006;-4.9082;-2.1644;-3.1112;-3.8332;-8.0552;-6.1280;-7.4261;-9.5276;-6.1542;-7.5218;-5.6475;-8.3596;-7.1115;-8.5537;-5.4036;-11.9513;-10.6787;-10.0292;-4.8646;-7.4384;-1.7337;-5.6227;-5.6071,-1.7337009906768799,-1.7630767822265625,0,5,27,0.2
23,stellen,medium,7,Die Telefonica-Sprecherin stellte zugleich einen Bericht der Zeitung El Pais,richtig,ab;an;auf;aus;bereit;dar;ein;entgegen;fertig;fest;frei;gegenüber;gleich;her;heraus;hin;infrage;klar;nach;quer;raus;sicher;um;vor;zu;zusammen,27,"Die Telefonica-Sprecherin stellte zugleich einen Bericht der Zeitung El Pais richtig , wonach der 66-jährige ehemalige Bundeswirtschaftsminister und FDP-Politiker einen neuen Beratervertrag mit Telefonica geschlossen haben sollte .",zugleich einen Bericht der Zeitung El Pais,hdt-s172708,de_hdt-ud-train-b-2.conllu,-10.625697662122548,-5.312848831061274,-7.4660;-4.1641;-3.9290;-4.7926;-6.9133;-3.5735;-4.8352;-6.6373;-7.9676;-3.4342;-8.1086;-5.0523;-10.3378;-5.9001;-4.0965;-8.8463;-7.7323;-5.9018;-4.6592;-11.3313;-9.4094;-8.9644;-7.3813;-0.9983;-4.2743;-5.0291,-0.9983491897583008,-9.627348472364247,0,26,27,0.038461538461538464
24,stellen,medium,4,Wir stellen zurzeit sogar neue Mitarbeiter,ein,ab;an;auf;aus;bereit;dar;entgegen;fertig;fest;frei;gegenüber;gleich;her;heraus;hin;infrage;klar;nach;quer;raus;richtig;sicher;um;vor;zu;zusammen,27,Wir stellen zurzeit sogar neue Mitarbeiter ein .,zurzeit sogar neue Mitarbeiter,hdt-s65010,de_hdt-ud-train-a-2.conllu,-0.5931174755096436,-0.5931174755096436,-6.3029;-4.7324;-4.0757;-4.6333;-6.3626;-8.7889;-11.5006;-11.3565;-7.0422;-7.3872;-12.1150;-12.8132;-5.9060;-9.9897;-8.5353;-8.9136;-12.1262;-7.3266;-12.2949;-10.5270;-11.9989;-10.1561;-8.4246;-3.0326;-6.2306;-5.7535,-3.0325706005096436,2.439453125,1,1,27,1.0
