item_id,verb_stem,distance_bucket,n_intervening_tokens,context_sentence,correct_prefix,distractor_prefixes,full_original_sentence,intervening_text,sent_id,source_file,correct_logprob,correct_logprob_per_token,distractor_logprobs,best_distractor_logprob,margin,model_prefers_correct
33,stellen,short,2,Mögliche Konzepte stellte Marit Köhntopp,vor,sicher;nach,"Mögliche Konzepte stellte Marit Köhntopp vor , Informatikerin im Unabhängigen Datenschutzzentrum in Kiel .",Marit Köhntopp,hdt-s83982,de_hdt-ud-train-a-2.conllu,-1.4407215118408203,-1.4407215118408203,-6.8004;-6.3486,-6.34864616394043,4.907924652099609,1
34,stellen,short,2,Diamond stellt neuen Rio,vor,dar;sicher,Diamond stellt neuen Rio vor,neuen Rio,hdt-s105358,de_hdt-ud-dev.conllu,-7.543468952178955,-7.543468952178955,-12.1763;-10.9018,-10.901784896850586,3.358315944671631,1
35,stellen,short,1,Hierzu stelle ich,fest,raus;zusammen,Hierzu stelle ich fest :,ich,hdt-s50985,de_hdt-ud-train-a-1.conllu,-4.134925842285156,-4.134925842285156,-10.9481;-7.7802,-7.780218124389648,3.645292282104492,1
36,stellen,medium,5,Vielmehr stellten sie in dem Wesentlichen darauf,ab,vor;ein,"Vielmehr stellten sie im Wesentlichen darauf ab , dass das Gerät derzeit die Existenz von privaten Fernsehanbietern noch nicht bedrohe .",sie in dem Wesentlichen darauf,hdt-s59641,de_hdt-ud-train-a-1.conllu,-0.3573361337184906,-0.3573361337184906,-8.0631;-4.6979,-4.697942733764648,4.340606600046158,1
37,stellen,medium,5,"Um in Zukunft wieder Gewinne einzufahren , stellt T-Online jetzt ein verlustträchtiges Angebot",ein,um;dar,"Um in Zukunft wieder Gewinne einzufahren , stellt T-Online jetzt ein verlustträchtiges Angebot ein :",T-Online jetzt ein verlustträchtiges Angebot,hdt-s20247,de_hdt-ud-train-a-1.conllu,-4.785384178161621,-4.785384178161621,-5.1364;-3.3099,-3.309890031814575,-1.475494146347046,0
38,stellen,medium,7,"Die US-Firma Invention Machine Corporation stellt einen "" Knowledge-Processor "" für das Internet",vor,richtig;dar,"Die US-Firma Invention Machine Corporation stellt einen "" Knowledge-Processor "" für das Internet vor .","einen "" Knowledge-Processor "" für das Internet",hdt-s49833,de_hdt-ud-train-a-1.conllu,-0.8711471557617188,-0.8711471557617188,-13.4613;-3.7777,-3.777679443359375,2.9065322875976562,1
39,stellen,medium,6,Die Datenmengen bei der Aufzeichnung von Video in dem MPEG-2- oder MPEG-4-Format stellten für die Microdrives überhaupt kein Problem,dar,ab;frei,"Die Datenmengen bei der Aufzeichnung von Video im MPEG-2- oder MPEG-4-Format stellten für die Microdrives überhaupt kein Problem dar , meint Berger .",für die Microdrives überhaupt kein Problem,hdt-s205146,de_hdt-ud-train-b-2.conllu,-0.006206761114299297,-0.006206761114299297,-12.4780;-16.8738,-12.478048324584961,12.471841563470662,1
40,stellen,medium,5,"Die Sonne-Flatrate war bereits in dem September des letzten Jahres untergegangen , das Sonnet-Portal stellte die Firma dann Mitte Dezember",ein,zusammen;nach,"Die Sonne-Flatrate war bereits im September des letzten Jahres untergegangen , das Sonnet-Portal stellte die Firma dann Mitte Dezember ein .",die Firma dann Mitte Dezember,hdt-s199580,de_hdt-ud-train-b-2.conllu,-3.069938898086548,-3.069938898086548,-5.9052;-5.3859,-5.385883331298828,2.3159444332122803,1
41,stellen,long,16,Als vollständig kompatibel zu der Version 6.3 des X Window System stellte NetManage auf der CeBIT den in dem letzten Jahr von Age Logic übernommenen X-Server für PCs,vor,sicher;heraus,Als vollständig kompatibel zur Version 6.3 des X Window System stellte NetManage auf der CeBIT den im letzten Jahr von Age Logic übernommenen X-Server für PCs vor .,NetManage auf der CeBIT den in dem letzten Jahr von Age Logic übernommenen X-Server für PCs,hdt-s192763,de_hdt-ud-train-b-2.conllu,-1.0700932741165161,-1.0700932741165161,-7.5902;-4.7907,-4.790674209594727,3.7205809354782104,1
42,stellen,long,9,Das Heinz Nixdorf Museum in Paderborn stellt für diese Aktion eine Etage samt der benötigten Energieversorgung,bereit,auf;infrage,Das Heinz Nixdorf Museum in Paderborn stellt für diese Aktion eine Etage samt der benötigten Energieversorgung bereit .,für diese Aktion eine Etage samt der benötigten Energieversorgung,hdt-s17523,de_hdt-ud-test.conllu,-3.2459921836853027,-3.2459921836853027,-4.0750;-9.2846,-4.074960231781006,0.8289680480957031,1
43,stellen,long,9,Dies stellte an dem Freitag die britische E-Zine Need To Know,fest,gegenüber;her,Dies stellte am Freitag die britische E-Zine Need To Know fest .,an dem Freitag die britische E-Zine Need To Know,hdt-s105758,de_hdt-ud-dev.conllu,-1.3322778940200806,-1.3322778940200806,-6.4521;-7.6147,-6.452070713043213,5.119792819023132,1
44,stellen,long,9,Baan stellt wie die noch größere Walldorfer SAP Software für Großunternehmen,her,aus;fertig,Baan stellt wie die noch größere Walldorfer SAP Software für Großunternehmen her .,wie die noch größere Walldorfer SAP Software für Großunternehmen,hdt-s119198,de_hdt-ud-test.conllu,-3.3283534049987793,-3.3283534049987793,-4.1642;-6.0566,-4.1641764640808105,0.8358230590820312,1
45,stellen,long,8,"Die Asia Pacific Telecommunity ( APT ) , ein auf einem zwischenstaatlichen Vertrag beruhender regionaler Telekommunikationsverbund , hatte Anfang November die so genannte Tokyo Declaration verabschiedet , in der sich die Informations- und Telekommunikationsminister der APT-Mitgliederstaaten auf Entwicklungsgrundsätze in dem Bereich der Informations- und Kommunikationstechniken verständigt hatten - diese Deklaration stellt ein Pendant zu dem europäischen Internet-Entwicklungsplans E-Europe 2002",dar,fertig;her,"Die Asia Pacific Telecommunity ( APT ) , ein auf einem zwischenstaatlichen Vertrag beruhender regionaler Telekommunikationsverbund , hatte Anfang November die so genannte Tokyo Declaration verabschiedet , in der sich die Informations- und Telekommunikationsminister der APT-Mitgliederstaaten auf Entwicklungsgrundsätze im Bereich der Informations- und Kommunikationstechniken verständigt hatten - diese Deklaration stellt ein Pendant zum europäischen Internet-Entwicklungsplans E-Europe 2002 dar .",ein Pendant zu dem europäischen Internet-Entwicklungsplans E-Europe 2002,hdt-s31901,de_hdt-ud-train-a-1.conllu,-0.14112588763237,-0.14112588763237,-11.6879;-7.0718,-7.071763038635254,6.930637151002884,1
46,geben,short,2,Anderthalb Jahre später gab die Firma,auf,ein;bekennen,Anderthalb Jahre später gab die Firma auf :,die Firma,hdt-s153306,de_hdt-ud-train-b-1.conllu,-5.088231563568115,-5.088231563568115,-4.5600;-22.0979,-4.560021877288818,-0.5282096862792969,0
47,geben,short,0,Der Prozessorhersteller gab,an,preis;zurück,"Der Prozessorhersteller gab an , die Wiederherstellung des Steuerungssystems habe rund 20.000 US-Dollar gekostet .",,hdt-s178806,de_hdt-ud-train-b-2.conllu,-2.447741985321045,-2.447741985321045,-11.0661;-9.1462,-9.146240234375,6.698498249053955,1
48,geben,short,1,Als einen Grund für den schlappen PC-Absatz gab IDC,an,wider;heraus,"Als einen Grund für den schlappen PC-Absatz gab IDC an , dass Großfirmen bei Investitionen in Hardware zögerlicher seien als erwartet .",IDC,hdt-s45418,de_hdt-ud-train-a-1.conllu,-3.4685330390930176,-3.4685330390930176,-11.1349;-5.5874,-5.587421894073486,2.1188888549804688,1
49,geben,short,0,IDT gibt,an,ein;vor,"IDT gibt an , die Lieferengpässe beim W2-Chips ausgeräumt zu haben und die Versionen mit 200 , 225 und 240 MHz in Stückzahlen liefern zu können , auch in Ausführungen mit 3,3 Volt .",,hdt-s187269,de_hdt-ud-train-b-2.conllu,-4.337890625,-4.337890625,-5.0672;-5.8819,-5.067157745361328,0.7292671203613281,1
50,geben,short,2,Als Grund gab ein Funktionär,an,preis;frei,"Als Grund gab ein Funktionär an, dass ""der Vater immer wieder Geld wollte"".",ein Funktionär,train-s2672,de_gsd-ud-train.conllu,-3.8394689559936523,-3.8394689559936523,-13.0008;-11.1231,-11.123051643371582,7.28358268737793,1
51,geben,medium,3,In einer Börsenpflichtmeldung gab der Co-Shopping-Anbieter LetsBuyIt.com,bekannt,weiter;statt,"In einer Börsenpflichtmeldung gab der Co-Shopping-Anbieter LetsBuyIt.com bekannt , dass die niederländische Muttergesellschaft ein Moratorium beantragt hat .",der Co-Shopping-Anbieter LetsBuyIt.com,hdt-s177724,de_hdt-ud-train-b-2.conllu,-0.6790328025817871,-0.6790328025817871,-8.5476;-8.3884,-8.388433456420898,7.709400653839111,1
52,geben,medium,3,Unzufriedenheit mit der Situation gaben nur kleine EDV-Firmen,an,weiter;preis,Unzufriedenheit mit der Situation gaben nur kleine EDV-Firmen an .,nur kleine EDV-Firmen,hdt-s35693,de_hdt-ud-train-a-1.conllu,-0.8571447730064392,-0.8571447730064392,-5.6204;-6.5360,-5.620412349700928,4.7632675766944885,1
53,geben,medium,3,Intel gab außerdem erstmals offiziell,bekannt,ein;heraus,"Intel gab außerdem erstmals offiziell bekannt , einen neuen Prozessor für Low-Cost-PCs und Internet-""Appliances"" wie Fernseh-Set-Top-Boxen zu entwickeln .",außerdem erstmals offiziell,hdt-s184720,de_hdt-ud-train-b-2.conllu,-1.1491897106170654,-1.1491897106170654,-3.3235;-6.1641,-3.323498487472534,2.1743087768554688,1
54,geben,medium,6,1906 gab er seine Arzttätigkeit sogar zunächst ganz,auf,hin;nach,1906 gab er seine Arzttätigkeit sogar zunächst ganz auf.,er seine Arzttätigkeit sogar zunächst ganz,train-s5322,de_gsd-ud-train.conllu,-0.056523729115724564,-0.056523729115724564,-10.3497;-7.1503,-7.1502509117126465,7.093727182596922,1
55,geben,medium,5,Die Regulierungsbehörde für Telekommunikation und Post gibt in wenigen Wochen den Start,frei,hin;recht,Die Regulierungsbehörde für Telekommunikation und Post gibt in wenigen Wochen den Start frei für den Aufbau von Highspeed-Mobilfunknetzen .,in wenigen Wochen den Start,hdt-s73643,de_hdt-ud-train-a-2.conllu,-7.091065883636475,-7.091065883636475,-8.6652;-10.8911,-8.665182113647461,1.5741162300109863,1
56,geben,long,9,Bislang gab das Unternehmen aber noch keine Details zu dem Format,bekannt,bei;hin,Bislang gab das Unternehmen aber noch keine Details zu dem Format bekannt .,das Unternehmen aber noch keine Details zu dem Format,hdt-s19255,de_hdt-ud-test.conllu,-0.5767805576324463,-0.5767805576324463,-7.2339;-10.4819,-7.233896255493164,6.657115697860718,1
57,geben,long,8,In dem Interview gab Mühlner zudem die Investition eines hohen zweistelligen Millionenbetrags,bekannt,frei;nach,"Im Interview gab Mühlner zudem die Investition eines hohen zweistelligen Millionenbetrags bekannt , um eine eigenen Netzinfrastruktur für das europaweite Großkundengeschäft aufzubauen .",Mühlner zudem die Investition eines hohen zweistelligen Millionenbetrags,hdt-s66520,de_hdt-ud-train-a-2.conllu,-2.4074482917785645,-2.4074482917785645,-7.1519;-5.3499,-5.349937915802002,2.9424896240234375,1
58,geben,long,17,Als weitere Neuerungen gibt Microsoft die Unterstützung von Dynamic HTML ( DHTML ) und Synchronized Multimedia Integration Language ( SMIL ),an,bei;preis,Als weitere Neuerungen gibt Microsoft die Unterstützung von Dynamic HTML ( DHTML ) und Synchronized Multimedia Integration Language ( SMIL ) an .,Microsoft die Unterstützung von Dynamic HTML ( DHTML ) und Synchronized Multimedia Integration Language ( SMIL ),hdt-s112997,de_hdt-ud-test.conllu,-3.7468011379241943,-3.7468011379241943,-3.5949;-8.6500,-3.59494948387146,-0.15185165405273438,0
59,geben,long,9,"An dem Freitag gab das Papier um über 11 Prozent auf 2,71 Euro",nach,vor;heraus,"Am Freitag gab das Papier um über 11 Prozent auf 2,71 Euro nach .","das Papier um über 11 Prozent auf 2,71 Euro",hdt-s152321,de_hdt-ud-train-b-1.conllu,-0.09034387767314911,-0.09034387767314911,-9.9657;-12.4137,-9.965690612792969,9.87534673511982,1
60,geben,long,15,"In dem nachbörslichen Handel gab der Kurs bei vergleichsweise hohem Handelsvolumen noch einmal um über 6 Prozent auf 52,06 US-Dollar",nach,mit;an,"Im nachbörslichen Handel gab der Kurs bei vergleichsweise hohem Handelsvolumen noch einmal um über 6 Prozent auf 52,06 US-Dollar nach .","der Kurs bei vergleichsweise hohem Handelsvolumen noch einmal um über 6 Prozent auf 52,06 US-Dollar",hdt-s149773,de_hdt-ud-train-b-1.conllu,-0.3680770993232727,-0.3680770993232727,-8.8718;-4.3761,-4.376053810119629,4.007976710796356,1
61,nehmen,short,1,Der lang ersehnte Nachfolger des Bildkompressionsformats JPEG nimmt Formen,an,auf;aus,Der lang ersehnte Nachfolger des Bildkompressionsformats JPEG nimmt Formen an .,Formen,hdt-s15384,de_hdt-ud-test.conllu,-0.004481629468500614,-0.004481629468500614,-9.9122;-14.0387,-9.912192344665527,9.907710715197027,1
