item_id,verb_stem,distance_bucket,n_intervening_tokens,context_sentence,correct_prefix,distractor_prefixes,n_candidates,full_original_sentence,intervening_text,sent_id,source_file,correct_logprob,correct_logprob_per_token,distractor_logprobs,best_distractor_logprob,margin,model_prefers_correct,rank,n_candidates,reciprocal_rank
18,gehen,long,8,Die Auktion geht nach den Feiertagen an dem 5. Januar 2001,weiter,ab;abwärts;an;auf;aufwärts;aus;auseinander;bergauf;drauf;durch;ein;einher;entgegen;heim;her;herum;hervor;hin;hinaus;hinweg;hoch;los;mit;nach;schief;um;umher;unter;verloren;vonstatten;vor;voran;voraus;vorbei;weg;zu;zugrunde;zurück;zusammen;über,41,Die Auktion geht nach den Feiertagen am 5. Januar 2001 weiter ; das Endergebnis könnte nach Expertenmeinung bereits zwischen dem 12. und dem 20. Januar feststehen .,nach den Feiertagen an dem 5. Januar 2001,hdt-s163563,de_hdt-ud-train-b-1.conllu,-1.3907405138015747,-1.3907405138015747,-3.8255;-13.1482;-3.5319;-4.0181;-12.4804;-5.3812;-11.2043;-13.9212;-14.5125;-6.3857;-8.3635;-11.8578;-8.4125;-10.3777;-14.6470;-10.6662;-10.1859;-11.3173;-10.8846;-15.1874;-8.3876;-3.8819;-3.9688;-5.1297;-11.6456;-2.0011;-14.0039;-5.6260;-9.3279;-9.3944;-8.0185;-9.5717;-11.5127;-7.2217;-9.7411;-3.5966;-11.9001;-6.2015;-9.0221;-4.0857,-2.0011091232299805,0.6103686094284058,1,1,41,1.0
19,stellen,short,1,Schnell stellen sie,fest,ab;an;auf;aus;bereit;dar;ein;entgegen;fertig;frei;gegenüber;gleich;her;heraus;hin;infrage;klar;nach;quer;raus;richtig;sicher;um;vor;zu;zusammen,27,"Schnell stellen sie fest, dass der Doc bereits verstorben ist.",sie,train-s12942,de_gsd-ud-train.conllu,-1.237182855606079,-1.237182855606079,-7.9365;-5.7966;-5.3942;-7.6432;-9.1636;-7.1177;-4.7869;-12.2138;-9.5218;-9.5907;-9.2798;-7.8380;-7.7458;-5.9430;-9.5766;-9.3504;-5.9210;-5.4859;-10.5243;-8.7981;-8.7730;-5.7843;-8.0395;-6.7261;-6.2777;-7.7393,-4.786869049072266,3.5496861934661865,1,1,27,1.0
20,stellen,short,2,Dell stellt neue Business-PCs,vor,ab;an;auf;aus;bereit;dar;ein;entgegen;fertig;fest;frei;gegenüber;gleich;her;heraus;hin;infrage;klar;nach;quer;raus;richtig;sicher;um;zu;zusammen,27,Dell stellt neue Business-PCs vor,neue Business-PCs,hdt-s44161,de_hdt-ud-train-a-1.conllu,-0.9410883188247681,-0.9410883188247681,-7.4783;-6.7414;-3.3139;-4.3602;-6.2192;-8.5865;-8.2562;-13.3597;-8.1012;-9.5252;-11.9252;-11.3473;-10.6842;-4.9983;-7.8803;-8.9639;-12.0063;-12.0219;-6.1204;-11.9720;-9.7783;-12.9608;-12.2646;-8.1381;-6.7318;-6.2896,-3.3138604164123535,2.3727720975875854,1,1,27,1.0
21,stellen,short,1,Deutsche Bank 24 stellt eCash,ein,ab;an;auf;aus;bereit;dar;entgegen;fertig;fest;frei;gegenüber;gleich;her;heraus;hin;infrage;klar;nach;quer;raus;richtig;sicher;um;vor;zu;zusammen,27,Deutsche Bank 24 stellt eCash ein,eCash,hdt-s190397,de_hdt-ud-train-b-2.conllu,-4.3003997802734375,-4.3003997802734375,-5.2995;-5.5913;-4.0541;-6.3576;-4.6091;-6.4584;-8.3076;-9.2259;-7.0442;-9.1010;-6.4825;-6.5037;-8.2313;-9.1766;-9.8291;-11.2642;-10.1229;-5.7293;-11.1952;-12.2443;-9.6649;-5.1632;-8.2883;-4.2709;-6.2856;-6.2959,-4.054088592529297,-0.24631118774414062,0,3,27,0.3333333333333333
22,stellen,medium,3,Mainboards mit dem i860-Chipsatz und zwei 603-poligen Prozessorsockeln für das neue µPGA-603-Gehäuse des Xeon stellen nur wenige Firmen,her,ab;an;auf;aus;bereit;dar;ein;entgegen;fertig;fest;frei;gegenüber;gleich;heraus;hin;infrage;klar;nach;quer;raus;richtig;sicher;um;vor;zu;zusammen,27,Mainboards mit dem i860-Chipsatz und zwei 603-poligen Prozessorsockeln für das neue µPGA-603-Gehäuse des Xeon stellen nur wenige Firmen her .,nur wenige Firmen,hdt-s44039,de_hdt-ud-train-a-1.conllu,-1.5776857137680054,-1.5776857137680054,-6.5372;-5.9779;-3.2912;-3.0633;-4.0246;-4.4635;-5.8855;-10.1989;-3.5906;-8.5072;-9.2408;-9.1232;-9.2024;-7.2209;-6.6617;-6.9687;-9.5949;-4.1270;-10.5561;-9.9728;-8.9922;-7.7455;-6.8727;-1.6465;-6.6643;-7.4371,-1.6465333700180054,0.06884765625,1,1,27,1.0
23,stellen,medium,7,Die Telefonica-Sprecherin stellte zugleich einen Bericht der Zeitung El Pais,richtig,ab;an;auf;aus;bereit;dar;ein;entgegen;fertig;fest;frei;gegenüber;gleich;her;heraus;hin;infrage;klar;nach;quer;raus;sicher;um;vor;zu;zusammen,27,"Die Telefonica-Sprecherin stellte zugleich einen Bericht der Zeitung El Pais richtig , wonach der 66-jährige ehemalige Bundeswirtschaftsminister und FDP-Politiker einen neuen Beratervertrag mit Telefonica geschlossen haben sollte .",zugleich einen Bericht der Zeitung El Pais,hdt-s172708,de_hdt-ud-train-b-2.conllu,-11.534735679626465,-11.534735679626465,-8.6290;-5.0534;-3.7145;-3.5659;-4.7336;-4.8569;-6.8751;-6.7461;-6.0847;-7.5946;-8.6717;-7.0341;-10.4781;-7.1721;-5.1730;-5.8080;-6.8628;-9.3454;-5.5499;-9.2084;-8.1840;-10.9555;-9.2591;-1.0174;-3.7999;-6.5403,-1.0173823833465576,-10.517353296279907,0,27,27,0.037037037037037035
24,stellen,medium,4,Wir stellen zurzeit sogar neue Mitarbeiter,ein,ab;an;auf;aus;bereit;dar;entgegen;fertig;fest;frei;gegenüber;gleich;her;heraus;hin;infrage;klar;nach;quer;raus;richtig;sicher;um;vor;zu;zusammen,27,Wir stellen zurzeit sogar neue Mitarbeiter ein .,zurzeit sogar neue Mitarbeiter,hdt-s65010,de_hdt-ud-train-a-2.conllu,-0.23703144490718842,-0.23703144490718842,-7.2562;-4.2714;-4.2029;-5.1383;-8.4051;-9.5265;-13.4249;-9.5221;-7.4200;-8.9648;-10.3119;-9.9042;-5.9566;-11.2793;-8.9155;-9.6633;-12.2260;-7.1000;-10.7866;-12.3684;-11.9447;-10.4028;-8.2077;-3.7973;-6.6860;-6.7790,-3.7973132133483887,3.5602817684412003,1,1,27,1.0
25,stellen,long,9,Das Grenzdenkmal bei Gompertshausen stellt in dem Wesentlichen einen Teilbereich der DDR - Grenzsicherung,dar,ab;an;auf;aus;bereit;ein;entgegen;fertig;fest;frei;gegenüber;gleich;her;heraus;hin;infrage;klar;nach;quer;raus;richtig;sicher;um;vor;zu;zusammen,27,Das Grenzdenkmal bei Gompertshausen stellt im Wesentlichen einen Teilbereich der DDR - Grenzsicherung dar.,in dem Wesentlichen einen Teilbereich der DDR - Grenzsicherung,train-s5242,de_gsd-ud-train.conllu,-0.3635478913784027,-0.3635478913784027,-6.6890;-4.3447;-4.5204;-3.7426;-9.8198;-8.1820;-11.3675;-11.6470;-6.6810;-9.1836;-6.5693;-11.7587;-6.2977;-7.7722;-9.5878;-12.6724;-10.5446;-4.5152;-8.8849;-12.9257;-13.6185;-8.3875;-6.6807;-5.0762;-6.8143;-8.8516,-3.7425684928894043,3.3790206015110016,1,1,27,1.0
26,stellen,long,11,Anders als auf der CeBIT stellen auf der CeBIT Home vor allem Hersteller von Produkten für Heimanwender,aus,ab;an;auf;bereit;dar;ein;entgegen;fertig;fest;frei;gegenüber;gleich;her;heraus;hin;infrage;klar;nach;quer;raus;richtig;sicher;um;vor;zu;zusammen,27,Anders als auf der CeBIT stellen auf der CeBIT Home vor allem Hersteller von Produkten für Heimanwender aus .,auf der CeBIT Home vor allem Hersteller von Produkten für Heimanwender,hdt-s35352,de_hdt-ud-train-a-1.conllu,-1.328665018081665,-1.328665018081665,-10.0826;-8.0608;-5.5314;-10.2006;-6.6662;-5.5227;-13.2065;-13.4365;-9.3966;-12.3794;-11.0279;-11.5264;-8.4811;-8.7437;-10.0047;-11.2319;-9.3279;-8.5894;-12.1590;-11.7187;-12.4542;-10.0184;-9.9720;-3.4722;-9.1117;-8.6145,-3.4722483158111572,2.143583297729492,1,1,27,1.0
27,stellen,long,9,"Heute stellte AltaVista Deutschland seinen neuen "" freien "" Internet-Zugang FreeIn",vor,ab;an;auf;aus;bereit;dar;ein;entgegen;fertig;fest;frei;gegenüber;gleich;her;heraus;hin;infrage;klar;nach;quer;raus;richtig;sicher;um;zu;zusammen,27,"Heute stellte AltaVista Deutschland seinen neuen "" freien "" Internet-Zugang FreeIn vor .","AltaVista Deutschland seinen neuen "" freien "" Internet-Zugang FreeIn",hdt-s174641,de_hdt-ud-train-b-2.conllu,-10.382287979125977,-10.382287979125977,-11.9419;-10.2783;-11.0268;-11.1084;-14.3168;-14.7871;-8.9396;-16.3654;-19.2725;-10.7737;-16.0714;-15.5708;-15.2641;-17.6865;-13.3129;-14.6972;-19.7630;-15.7761;-10.5686;-18.4638;-16.6379;-14.4744;-13.2997;-12.4713;-9.3868;-11.7613,-8.939571380615234,-1.4427165985107422,0,4,27,0.25
28,geben,short,0,Bürgerinitiative gegen Mobilfunk-Sender gibt,auf,ab;an;aus;bei;bekannt;bekennen;ein;frei;her;heraus;hin;mit;nach;preis;recht;rüber;statt;vor;weiter;wider;wieder;zu;zufrieden;zurück,25,Bürgerinitiative gegen Mobilfunk-Sender gibt auf,,hdt-s69967,de_hdt-ud-train-a-2.conllu,-5.745080471038818,-5.745080471038818,-8.1137;-4.9847;-8.7747;-8.0551;-6.1407;-15.1123;-6.3358;-11.1969;-10.1067;-8.3438;-13.6888;-6.6781;-7.4568;-10.9379;-11.5627;-16.5017;-11.3031;-7.0476;-7.8461;-12.2217;-7.3940;-6.1056;-13.9527;-10.4111,-4.984668254852295,-0.7604122161865234,0,2,25,0.5
29,geben,short,0,"6,2 Prozent gaben",an,ab;auf;aus;bei;bekannt;bekennen;ein;frei;her;heraus;hin;mit;nach;preis;recht;rüber;statt;vor;weiter;wider;wieder;zu;zufrieden;zurück,25,"6,2 Prozent gaben an , ihre Arbeit sei "" ganz erheblich "" behindert worden .",,hdt-s52379,de_hdt-ud-train-a-1.conllu,-0.8077858090400696,-0.8077858090400696,-7.4000;-5.5950;-6.9637;-4.1855;-8.4187;-12.4596;-5.9895;-11.3499;-10.6294;-11.0558;-10.9820;-5.7889;-5.3491;-9.0754;-10.8502;-15.1184;-8.4687;-7.1459;-8.1281;-12.3292;-8.3364;-5.1907;-10.3019;-9.3979,-4.185502052307129,3.3777162432670593,1,1,25,1.0
30,geben,short,0,MSN gab,an,ab;auf;aus;bei;bekannt;bekennen;ein;frei;her;heraus;hin;mit;nach;preis;recht;rüber;statt;vor;weiter;wider;wieder;zu;zufrieden;zurück,25,"MSN gab an , den entsprechenden E-Mail-Account sofort sperren zu wollen .",,hdt-s115346,de_hdt-ud-test.conllu,-4.012488842010498,-4.012488842010498,-7.5594;-6.0567;-7.6758;-7.0390;-5.3576;-14.9666;-5.2790;-11.3137;-9.0597;-7.6057;-11.4222;-6.4232;-7.0692;-10.6019;-10.7666;-14.0486;-10.2358;-5.7843;-8.0893;-11.2337;-7.7731;-5.8166;-12.8721;-9.3481,-5.279031276702881,1.2665424346923828,1,1,25,1.0
31,geben,medium,5,Dies gaben die Firmen an dem Montag,bekannt,ab;an;auf;aus;bei;bekennen;ein;frei;her;heraus;hin;mit;nach;preis;recht;rüber;statt;vor;weiter;wider;wieder;zu;zufrieden;zurück,25,Dies gaben die Firmen am Montag bekannt .,die Firmen an dem Montag,hdt-s53447,de_hdt-ud-train-a-1.conllu,-0.7244929671287537,-0.7244929671287537,-9.8962;-4.0327;-3.7573;-6.5829;-2.8969;-14.8017;-6.8409;-7.6864;-11.5670;-8.8074;-12.6683;-4.1112;-3.4532;-7.3309;-10.9176;-16.3247;-10.6100;-4.3858;-4.4980;-11.1074;-9.4074;-4.8789;-12.0554;-9.4924,-2.8969478607177734,2.1724548935890198,1,1,25,1.0
32,geben,medium,4,Zahlen zu dem Netto-Ergebnis gab Amazon bislang jedoch nicht,bekannt,ab;an;auf;aus;bei;bekennen;ein;frei;her;heraus;hin;mit;nach;preis;recht;rüber;statt;vor;weiter;wider;wieder;zu;zufrieden;zurück,25,Zahlen zum Netto-Ergebnis gab Amazon bislang jedoch nicht bekannt - den endgültigen Geschäftsbericht für das vierte Quartal und das abgelaufene Geschäftsjahr will Amazon am 30. Januar vorstellen .,Amazon bislang jedoch nicht,hdt-s136981,de_hdt-ud-train-b-1.conllu,-0.07920994609594345,-0.07920994609594345,-5.3898;-3.8573;-8.4956;-8.9805;-11.3739;-20.2943;-9.5138;-8.9923;-7.7996;-4.1469;-11.4321;-10.1469;-8.5709;-4.6197;-13.5371;-15.3493;-12.6787;-8.8391;-7.1495;-11.9382;-9.0849;-8.1544;-15.3828;-11.0743,-3.857290029525757,3.7780800834298134,1,1,25,1.0
33,geben,medium,4,An dem 1. Juni gibt der Verlag die Preisträger,bekannt,ab;an;auf;aus;bei;bekennen;ein;frei;her;heraus;hin;mit;nach;preis;recht;rüber;statt;vor;weiter;wider;wieder;zu;zufrieden;zurück,25,Am 1. Juni gibt der Verlag die Preisträger bekannt .,der Verlag die Preisträger,hdt-s117170,de_hdt-ud-test.conllu,-1.1731743812561035,-1.1731743812561035,-8.5635;-5.7581;-3.6242;-4.2812;-6.1047;-15.8251;-7.8140;-7.6174;-12.4068;-5.3707;-13.6400;-5.6196;-7.0680;-7.1779;-11.6930;-18.6747;-10.0312;-6.2038;-9.8158;-12.1423;-7.5811;-7.1927;-15.3889;-10.1999,-3.6241841316223145,2.451009750366211,1,1,25,1.0
34,geben,long,17,British Telecom gibt damit ihren Widerstand gegen den Ankauf des 30-Prozent-Anteils der spanischen Bank Banco Santander Central Hispano durch Vodafone,auf,ab;an;aus;bei;bekannt;bekennen;ein;frei;her;heraus;hin;mit;nach;preis;recht;rüber;statt;vor;weiter;wider;wieder;zu;zufrieden;zurück,25,British Telecom gibt damit ihren Widerstand gegen den Ankauf des 30-Prozent-Anteils der spanischen Bank Banco Santander Central Hispano durch Vodafone auf .,damit ihren Widerstand gegen den Ankauf des 30-Prozent-Anteils der spanischen Bank Banco Santander Central Hispano durch Vodafone,hdt-s110615,de_hdt-ud-dev.conllu,-0.7773527503013611,-0.7773527503013611,-4.3587;-3.7408;-6.2427;-6.6212;-2.9313;-15.1744;-5.5668;-8.8956;-9.4013;-10.3365;-8.3160;-6.9107;-5.6836;-8.3307;-9.8048;-16.8431;-9.6966;-7.9565;-6.0680;-10.1575;-6.2941;-6.0153;-12.5294;-7.2916,-2.931333065032959,2.153980314731598,1,1,25,1.0
35,geben,long,10,"Wollte der von L&H zu diesem Zeitpunkt beauftragte Wirtschaftsprüfer KPMG die vermeintlich getätigten Verkäufe nachvollziehen , so gaben sich einfach die Mitarbeiter des Managements als die entsprechenden Kunden",aus,ab;an;auf;bei;bekannt;bekennen;ein;frei;her;heraus;hin;mit;nach;preis;recht;rüber;statt;vor;weiter;wider;wieder;zu;zufrieden;zurück,25,"Wollte der von L&H zu diesem Zeitpunkt beauftragte Wirtschaftsprüfer KPMG die vermeintlich getätigten Verkäufe nachvollziehen , so gaben sich einfach die Mitarbeiter des Managements als die entsprechenden Kunden aus .",sich einfach die Mitarbeiter des Managements als die entsprechenden Kunden,hdt-s67145,de_hdt-ud-train-a-2.conllu,-0.278055876493454,-0.278055876493454,-9.5352;-7.0847;-6.6983;-4.8488;-7.0827;-13.7352;-8.6020;-9.0256;-8.9052;-6.3343;-7.5621;-5.8535;-8.7180;-8.9252;-11.6832;-14.2295;-9.5660;-6.7487;-8.8491;-9.5387;-7.5359;-2.8487;-8.2946;-9.3369,-2.8486697673797607,2.5706138908863068,1,1,25,1.0
36,geben,long,9,Dies gab heute NSI unter Berufung auf eine Mitteilung der Ermittler,bekannt,ab;an;auf;aus;bei;bekennen;ein;frei;her;heraus;hin;mit;nach;preis;recht;rüber;statt;vor;weiter;wider;wieder;zu;zufrieden;zurück,25,Dies gab heute NSI unter Berufung auf eine Mitteilung der Ermittler bekannt .,heute NSI unter Berufung auf eine Mitteilung der Ermittler,hdt-s111146,de_hdt-ud-dev.conllu,-1.1977510452270508,-1.1977510452270508,-7.3153;-1.5045;-4.9020;-4.4640;-5.4212;-17.3782;-7.0838;-8.0524;-7.6392;-4.8307;-7.8460;-5.9874;-6.4201;-6.7110;-10.7811;-15.6676;-10.3841;-5.4316;-4.0192;-8.9816;-7.5870;-2.2034;-12.5152;-7.9021,-1.5044546127319336,0.3067035675048828,1,1,25,1.0
37,nehmen,short,0,IT-Investitionen nehmen,zu,ab;an;auf;aus;ein;entgegen;ernst;fest;heraus;hin;hinzu;mit;teil;vor;wahr;war;weg;zurück,19,IT-Investitionen nehmen zu,,hdt-s48263,de_hdt-ud-train-a-1.conllu,-1.5765162706375122,-1.5765162706375122,-3.6229;-4.9917;-4.9889;-7.2762;-5.8910;-8.5355;-10.0600;-9.1365;-10.6829;-8.6193;-9.1873;-4.9692;-7.8045;-5.9117;-8.9071;-9.1748;-10.3787;-8.1801,-3.622941017150879,2.0464247465133667,1,1,19,1.0
38,nehmen,short,1,Der Bedarf an 16-MBit-DRAMs nimmt aber,zu,ab;an;auf;aus;ein;entgegen;ernst;fest;heraus;hin;hinzu;mit;teil;vor;wahr;war;weg;zurück,19,"Der Bedarf an 16-MBit-DRAMs nimmt aber zu , weil in tragbaren und in preiswerten Digitalgeräten oft kleinere Hauptspeicher stecken .",aber,hdt-s42753,de_hdt-ud-train-a-1.conllu,-2.88862943649292,-2.88862943649292,-3.5579;-7.4927;-6.2773;-7.8923;-8.3240;-8.1923;-11.0311;-11.8469;-12.9539;-8.2405;-11.4062;-4.2195;-10.2537;-6.9362;-11.0795;-12.4082;-11.4595;-10.2407,-3.5579352378845215,0.6693058013916016,1,1,19,1.0
39,nehmen,short,0,Kritik an UMTS-Versteigerung nimmt,zu,ab;an;auf;aus;ein;entgegen;ernst;fest;heraus;hin;hinzu;mit;teil;vor;wahr;war;weg;zurück,19,Kritik an UMTS-Versteigerung nimmt zu,,hdt-s172165,de_hdt-ud-train-b-2.conllu,-0.9293093681335449,-0.9293093681335449,-3.1446;-5.8161;-5.9070;-8.0256;-6.4640;-9.1345;-9.1129;-10.5510;-11.6262;-9.3449;-10.5850;-5.5369;-8.5964;-7.3941;-9.3634;-10.9022;-10.9199;-8.2897,-3.1446242332458496,2.2153148651123047,1,1,19,1.0
40,nehmen,medium,6,So nähmen sich einige Anbieter zu dem Beispiel,heraus,ab;an;auf;aus;ein;entgegen;ernst;fest;hin;hinzu;mit;teil;vor;wahr;war;weg;zu;zurück,19,"So nähmen sich einige Anbieter zum Beispiel heraus , sämtliche Kundendaten an Dritte weiterzugeben .",sich einige Anbieter zu dem Beispiel,hdt-s118316,de_hdt-ud-test.conllu,-5.595684051513672,-5.595684051513672,-8.4837;-3.4173;-4.9974;-2.1483;-5.1289;-6.8143;-7.2996;-8.1209;-4.9143;-9.0120;-4.6675;-12.0948;-6.7610;-8.5593;-11.4352;-9.9740;-5.0649;-5.0664,-2.1483097076416016,-3.4473743438720703,0,9,19,0.1111111111111111
41,nehmen,medium,7,Insgesamt nahmen 50 Verwaltungen mit Ideen und Vorschlägen daran,teil,ab;an;auf;aus;ein;entgegen;ernst;fest;heraus;hin;hinzu;mit;vor;wahr;war;weg;zu;zurück,19,"Insgesamt nahmen 50 Verwaltungen mit Ideen und Vorschlägen daran teil , berichteten die Veranstalter , das Bundesinnenministerium , die Unternehmensberatung KPMG und der Netzwerkanbieter Cisco Systems am heutigen Dienstag .",50 Verwaltungen mit Ideen und Vorschlägen daran,hdt-s172118,de_hdt-ud-train-b-2.conllu,-0.008532260544598103,-0.008532260544598103,-10.3363;-9.5739;-8.9786;-9.3082;-11.9661;-12.3119;-14.9830;-13.3449;-16.3202;-14.4800;-16.4836;-8.9000;-10.9867;-12.7971;-11.3505;-18.7670;-10.7678;-13.6310,-8.899971961975098,8.8914397014305,1,1,19,1.0
42,nehmen,medium,6,Thile nahm an allen entscheidenden Schlachten der Befreiungskriege,teil,ab;an;auf;aus;ein;entgegen;ernst;fest;heraus;hin;hinzu;mit;vor;wahr;war;weg;zu;zurück,19,Thile nahm an allen entscheidenden Schlachten der Befreiungskriege teil.,an allen entscheidenden Schlachten der Befreiungskriege,train-s4881,de_gsd-ud-train.conllu,-0.28608015179634094,-0.28608015179634094,-7.1474;-6.1504;-5.3869;-8.3079;-8.5880;-11.4978;-13.5632;-10.4310;-12.6592;-11.3508;-15.4973;-5.3236;-7.8639;-11.1444;-9.5636;-13.7888;-8.7512;-12.9885,-5.32358455657959,5.037504404783249,1,1,19,1.0
43,nehmen,long,13,"38 deutsche Banken nahmen , wie die Deutsche Bundesbank berichtet , offenbar nach ersten Auswertungen daran erfolgreich",teil,ab;an;auf;aus;ein;entgegen;ernst;fest;heraus;hin;hinzu;mit;vor;wahr;war;weg;zu;zurück,19,"38 deutsche Banken nahmen , wie die Deutsche Bundesbank berichtet , offenbar nach ersten Auswertungen daran erfolgreich teil :",", wie die Deutsche Bundesbank berichtet , offenbar nach ersten Auswertungen daran erfolgreich",hdt-s96696,de_hdt-ud-train-a-2.conllu,-0.15761271119117737,-0.15761271119117737,-6.0316;-6.5939;-7.1992;-7.4185;-6.6172;-9.4330;-13.5436;-8.4450;-13.6194;-11.8767;-13.5867;-5.5595;-7.6942;-8.9212;-8.0413;-13.0431;-7.4983;-10.2881,-5.559456825256348,5.40184411406517,1,1,19,1.0
44,nehmen,long,9,"An dritter Stelle liegt Yahoo mit knapp 59 Millionen Besuchern , den vierten Rang nimmt mit großem Abstand Lycos mit gut 33 Millionen Sufern",ein,ab;an;auf;aus;entgegen;ernst;fest;heraus;hin;hinzu;mit;teil;vor;wahr;war;weg;zu;zurück,19,"An dritter Stelle liegt Yahoo mit knapp 59 Millionen Besuchern , den vierten Rang nimmt mit großem Abstand Lycos mit gut 33 Millionen Sufern ein .",mit großem Abstand Lycos mit gut 33 Millionen Sufern,hdt-s148879,de_hdt-ud-train-b-1.conllu,-0.22538504004478455,-0.22538504004478455,-3.3631;-5.4671;-5.4262;-5.5175;-9.2510;-16.9362;-8.5875;-8.8533;-9.5750;-9.6158;-5.5109;-8.7635;-4.6839;-10.4509;-12.7286;-11.5687;-7.4348;-8.8598,-3.3630917072296143,3.1377066671848297,1,1,19,1.0
45,nehmen,long,8,Sowinski nahm an vielen wichtigen Gefechten der Kriege gegen Napoleon,teil,ab;an;auf;aus;ein;entgegen;ernst;fest;heraus;hin;hinzu;mit;vor;wahr;war;weg;zu;zurück,19,"Sowinski nahm an vielen wichtigen Gefechten der Kriege gegen Napoleon teil und gewann die Freundschaft seines unmittelbaren Vorgesetzten, des Prinzen August von Preußen.",an vielen wichtigen Gefechten der Kriege gegen Napoleon,train-s13069,de_gsd-ud-train.conllu,-0.7346804738044739,-0.7346804738044739,-7.6554;-4.7256;-4.3812;-8.5459;-9.4015;-9.6445;-13.0126;-9.6773;-11.3618;-9.4067;-11.6859;-4.7503;-6.4542;-11.2322;-9.6352;-13.3351;-7.4618;-11.4622,-4.381199359893799,3.646518886089325,1,1,19,1.0
46,setzen,short,1,Die Kommission entscheidet als Vertragpartner der Registry in dem übrigen auch über eine etwaige Redelegation und setzt damit,um,ab;an;auf;aus;auseinander;drauf;durch;ein;entgegen;fest;fort;frei;gleich;hinzu;hoch;voraus;zu;zurück;zusammen,20,"Die Kommission entscheidet als Vertragpartner der Registry im übrigen auch über eine etwaige Redelegation und setzt damit um , was der Regierungsbeirat der ICANN für alle Länderdomains ( ccTLD ) verlangt .",damit,hdt-s156200,de_hdt-ud-train-b-1.conllu,-9.36520004272461,-9.36520004272461,-9.0788;-7.3777;-5.9453;-7.8916;-10.6382;-13.9791;-6.5046;-3.7147;-10.3792;-6.3145;-8.3257;-10.8682;-7.6933;-12.8563;-11.4361;-6.0001;-7.5602;-12.4020;-8.9321,-3.714725971221924,-5.6504740715026855,0,13,20,0.07692307692307693
47,setzen,short,0,Entsprechende Anfragen setzen,voraus,ab;an;auf;aus;auseinander;drauf;durch;ein;entgegen;fest;fort;frei;gleich;hinzu;hoch;um;zu;zurück;zusammen,20,"Entsprechende Anfragen setzen voraus , dass Einträge im Katalog vorliegen .",,hdt-s10327,de_hdt-ud-test.conllu,-9.130940437316895,-9.130940437316895,-10.5300;-7.3625;-8.0505;-10.0015;-16.2040;-15.0422;-10.5548;-7.6580;-15.1353;-13.3608;-14.6692;-12.9282;-11.1145;-14.0898;-13.5434;-9.0216;-8.2612;-12.9972;-11.6031,-7.362504482269287,-1.7684359550476074,0,6,20,0.16666666666666666
48,setzen,short,2,Das krisengeschüttelte Softwareunternehmen Infomatec setzt seinen Verkleinerungskurs,fort,ab;an;auf;aus;auseinander;drauf;durch;ein;entgegen;fest;frei;gleich;hinzu;hoch;um;voraus;zu;zurück;zusammen,20,Das krisengeschüttelte Softwareunternehmen Infomatec setzt seinen Verkleinerungskurs fort .,seinen Verkleinerungskurs,hdt-s137108,de_hdt-ud-train-b-1.conllu,-0.5914981365203857,-0.5914981365203857,-7.0546;-5.4131;-5.1745;-6.8521;-15.4697;-13.9128;-5.4918;-7.9492;-11.3130;-9.6236;-11.0189;-9.4726;-12.2366;-9.6068;-4.6657;-11.6859;-6.3897;-10.1656;-8.7709,-4.665667533874512,4.074169397354126,1,1,20,1.0
49,setzen,medium,5,Der Personalabbau setzte sich bei der Telekom weiter,fort,ab;an;auf;aus;auseinander;drauf;durch;ein;entgegen;fest;frei;gleich;hinzu;hoch;um;voraus;zu;zurück;zusammen,20,Der Personalabbau setzte sich bei der Telekom weiter fort :,sich bei der Telekom weiter,hdt-s180741,de_hdt-ud-train-b-2.conllu,-0.009877377189695835,-0.009877377189695835,-9.8404;-10.7912;-9.5529;-9.7702;-11.8389;-18.1287;-5.9936;-12.7182;-14.8490;-8.3605;-14.2432;-13.8023;-13.3766;-10.7384;-9.3377;-15.4563;-7.4656;-14.4308;-10.7335,-5.993618965148926,5.98374158795923,1,1,20,1.0
50,setzen,medium,4,Nun setzt IBM eine eigene Kampagne,auf,ab;an;aus;auseinander;drauf;durch;ein;entgegen;fest;fort;frei;gleich;hinzu;hoch;um;voraus;zu;zurück;zusammen,20,"Nun setzt IBM eine eigene Kampagne auf - für Linux natürlich , wie sich angesichts des Engagements von Big Blue für das freie Betriebssystem unschwer vermuten lässt .",IBM eine eigene Kampagne,hdt-s126771,de_hdt-ud-train-b-1.conllu,-2.085017442703247,-2.085017442703247,-6.4314;-4.5494;-6.7549;-11.8425;-10.2572;-5.4260;-3.3535;-10.0061;-10.6969;-5.0866;-9.1362;-9.5735;-8.6006;-9.1102;-2.4522;-8.8621;-4.7412;-9.9274;-7.2997,-2.452235460281372,0.367218017578125,1,1,20,1.0
