item_id,verb_stem,distance_bucket,n_intervening_tokens,context_sentence,correct_prefix,distractor_prefixes,n_candidates,full_original_sentence,intervening_text,sent_id,source_file,correct_logprob,correct_logprob_per_token,distractor_logprobs,best_distractor_logprob,margin,model_prefers_correct,rank,n_candidates,reciprocal_rank
11,gehen,short,1,Die Untersuchung geht davon,aus,ab;abwärts;an;auf;aufwärts;auseinander;bergauf;drauf;durch;ein;einher;entgegen;heim;her;herum;hervor;hin;hinaus;hinweg;hoch;los;mit;nach;schief;um;umher;unter;verloren;vonstatten;vor;voran;voraus;vorbei;weg;weiter;zu;zugrunde;zurück;zusammen;über,41,"Die Untersuchung geht davon aus , daß Online-Werbung überdies eher wahrgenommen werde als Werbung im Fernsehen .",davon,hdt-s101616,de_hdt-ud-train-a-2.conllu,-0.0010182439582422376,-0.0010182439582422376,-10.5781;-21.8160;-13.6121;-12.4392;-21.4829;-15.2942;-22.1870;-18.6854;-15.4206;-14.1128;-16.5069;-18.0314;-15.0962;-14.1895;-15.1461;-13.3172;-16.3270;-16.2893;-20.5351;-19.2266;-13.7043;-13.4178;-13.1098;-18.9888;-14.4221;-19.7268;-13.6823;-19.1811;-21.6853;-11.4318;-13.2932;-13.1811;-16.7792;-13.0356;-12.4117;-13.0259;-13.7575;-11.6966;-17.9286;-8.8482,-8.848163604736328,8.847145360778086,1,1,41,1.0
12,gehen,short,1,Aus der heute veröffentlichten Mitteilung geht lediglich,hervor,ab;abwärts;an;auf;aufwärts;aus;auseinander;bergauf;drauf;durch;ein;einher;entgegen;heim;her;herum;hin;hinaus;hinweg;hoch;los;mit;nach;schief;um;umher;unter;verloren;vonstatten;vor;voran;voraus;vorbei;weg;weiter;zu;zugrunde;zurück;zusammen;über,41,"Aus der heute veröffentlichten Mitteilung geht lediglich hervor , dass das Unternehmen den Verkaufsstart der Konsole in Europa im Frühjahr 2002 erwartet .",lediglich,hdt-s66323,de_hdt-ud-train-a-2.conllu,-0.13313613831996918,-0.13313613831996918,-7.6539;-14.7668;-10.4039;-5.7336;-16.7143;-4.1308;-12.3122;-19.3050;-13.7852;-8.7760;-3.5767;-12.6788;-11.6780;-13.2184;-6.0691;-13.2376;-9.4016;-10.9764;-18.5690;-15.5472;-10.6035;-7.6496;-8.9621;-18.5184;-11.2172;-17.9561;-8.4110;-14.9263;-18.2380;-7.7245;-12.5059;-9.0721;-15.6205;-10.5280;-8.2418;-8.1802;-13.4016;-9.1090;-10.4853;-8.3996,-3.5766708850860596,3.4435347467660904,1,1,41,1.0
13,gehen,medium,7,Hier geht seinem Eigennamen die Bezeichnung Herr der Kronen,voraus,ab;abwärts;an;auf;aufwärts;aus;auseinander;bergauf;drauf;durch;ein;einher;entgegen;heim;her;herum;hervor;hin;hinaus;hinweg;hoch;los;mit;nach;schief;um;umher;unter;verloren;vonstatten;vor;voran;vorbei;weg;weiter;zu;zugrunde;zurück;zusammen;über,41,Hier geht seinem Eigennamen die Bezeichnung Herr der Kronen voraus.,seinem Eigennamen die Bezeichnung Herr der Kronen,train-s5315,de_gsd-ud-train.conllu,-1.4282729625701904,-1.4282729625701904,-5.3640;-13.0913;-5.7644;-3.3797;-12.9525;-4.8089;-11.7115;-14.4400;-9.6439;-3.8555;-4.1700;-6.8561;-6.3556;-12.4057;-7.5239;-11.6962;-5.8027;-8.3238;-10.1944;-14.9559;-10.8991;-7.5785;-5.8239;-4.9941;-14.4342;-6.5300;-11.0806;-6.4583;-4.9008;-13.6467;-5.7802;-2.7883;-10.4251;-8.6479;-6.6395;-2.8692;-4.6086;-5.8912;-8.2449;-4.5327,-2.7883498668670654,1.360076904296875,1,1,41,1.0
14,gehen,medium,4,Gerade in Städten und dichter besiedelten Regionen jedoch gehen immer mehr Feuerwehren dazu,über,ab;abwärts;an;auf;aufwärts;aus;auseinander;bergauf;drauf;durch;ein;einher;entgegen;heim;her;herum;hervor;hin;hinaus;hinweg;hoch;los;mit;nach;schief;um;umher;unter;verloren;vonstatten;vor;voran;voraus;vorbei;weg;weiter;zu;zugrunde;zurück;zusammen,41,"Gerade in Städten und dichter besiedelten Regionen jedoch gehen immer mehr Feuerwehren dazu über, auf die sogenannte stille Alarmierung mittels Funkmeldeempfänger und vereinzelt auch zusätzlich per SMS umzustellen.",immer mehr Feuerwehren dazu,train-s5038,de_gsd-ud-train.conllu,-0.01462759543210268,-0.01462759543210268,-13.5966;-18.4866;-10.1745;-7.8618;-19.8430;-9.2615;-14.4215;-18.6351;-15.8190;-12.0106;-11.8852;-14.0854;-20.6070;-16.4418;-11.5484;-16.7194;-15.8927;-13.6359;-14.9962;-21.2010;-14.4288;-17.3356;-10.8406;-12.7573;-20.3850;-12.2788;-19.6785;-12.6484;-16.2460;-19.7280;-12.3627;-14.0191;-17.3556;-15.2136;-13.7479;-12.9617;-13.3311;-21.2669;-11.2870;-14.7079,-7.861825942993164,7.847198347561061,1,1,41,1.0
15,gehen,medium,4,Möglicherweise aber gingen die Araber noch anders,vor,ab;abwärts;an;auf;aufwärts;aus;auseinander;bergauf;drauf;durch;ein;einher;entgegen;heim;her;herum;hervor;hin;hinaus;hinweg;hoch;los;mit;nach;schief;um;umher;unter;verloren;vonstatten;voran;voraus;vorbei;weg;weiter;zu;zugrunde;zurück;zusammen;über,41,Möglicherweise aber gingen die Araber noch anders vor .,die Araber noch anders,hdt-s102448,de_hdt-ud-dev.conllu,-0.24335260689258575,-0.24335260689258575,-8.3491;-16.9510;-4.4501;-4.1333;-14.1640;-5.5621;-7.8463;-13.9740;-6.9768;-8.5171;-8.1388;-11.9916;-10.8476;-12.3005;-8.6830;-6.8809;-11.0660;-7.4451;-11.1383;-13.2667;-12.8880;-9.8421;-3.2290;-7.8643;-15.5633;-4.4708;-11.0818;-7.3908;-9.6785;-10.4371;-9.7240;-9.0240;-12.1134;-6.7565;-6.9783;-6.5451;-8.8813;-8.6070;-9.8728;-4.2986,-3.2290093898773193,2.9856567829847336,1,1,41,1.0
16,gehen,long,13,Den Gewinnrückgang aus dem operativen Geschäft geht vor allem auf Preissenkungen in dem Festnetzbereich und hohen Akquisitionskosten für neue Mobilfunkkunden,zurück,ab;abwärts;an;auf;aufwärts;aus;auseinander;bergauf;drauf;durch;ein;einher;entgegen;heim;her;herum;hervor;hin;hinaus;hinweg;hoch;los;mit;nach;schief;um;umher;unter;verloren;vonstatten;vor;voran;voraus;vorbei;weg;weiter;zu;zugrunde;zusammen;über,41,Den Gewinnrückgang aus dem operativen Geschäft geht vor allem auf Preissenkungen im Festnetzbereich und hohen Akquisitionskosten für neue Mobilfunkkunden zurück .,vor allem auf Preissenkungen in dem Festnetzbereich und hohen Akquisitionskosten für neue Mobilfunkkunden,hdt-s38729,de_hdt-ud-train-a-1.conllu,-0.30601584911346436,-0.30601584911346436,-8.5930;-16.5305;-7.5193;-6.2436;-17.3178;-6.1302;-12.0018;-15.9986;-12.7843;-5.5836;-9.4371;-8.4112;-11.4741;-11.6612;-10.9550;-12.0043;-7.8475;-8.5054;-9.7139;-12.4972;-11.7058;-11.3967;-6.1138;-6.6875;-17.8491;-6.0818;-16.2255;-7.9439;-11.5082;-15.8589;-6.4129;-11.4759;-8.9155;-11.7140;-11.2729;-8.3881;-5.3485;-12.2223;-7.3665;-7.8988,-5.348519325256348,5.042503476142883,1,1,41,1.0
17,gehen,long,8,"Für 2001 geht man von einem Geschäftsvolumen von 57,2 Milliarden US-Dollar",aus,ab;abwärts;an;auf;aufwärts;auseinander;bergauf;drauf;durch;ein;einher;entgegen;heim;her;herum;hervor;hin;hinaus;hinweg;hoch;los;mit;nach;schief;um;umher;unter;verloren;vonstatten;vor;voran;voraus;vorbei;weg;weiter;zu;zugrunde;zurück;zusammen;über,41,"Für 2001 geht man von einem Geschäftsvolumen von 57,2 Milliarden US-Dollar aus .","man von einem Geschäftsvolumen von 57,2 Milliarden US-Dollar",hdt-s41544,de_hdt-ud-train-a-1.conllu,-0.2001616209745407,-0.2001616209745407,-9.2782;-15.2612;-7.4144;-6.6838;-11.9236;-18.1621;-16.4476;-17.3093;-6.8442;-10.7806;-14.0058;-14.2453;-12.2251;-10.8875;-13.7345;-11.2779;-11.9395;-13.1238;-14.6323;-13.3116;-12.5209;-6.1663;-8.2184;-19.7966;-10.1926;-19.2783;-8.5865;-17.4154;-16.4214;-8.9115;-13.6715;-9.5196;-15.6904;-13.4439;-9.5865;-8.7639;-12.3947;-9.8697;-12.3408;-7.5565,-6.166317462921143,5.966155841946602,1,1,41,1.0
18,gehen,long,8,Die Auktion geht nach den Feiertagen an dem 5. Januar 2001,weiter,ab;abwärts;an;auf;aufwärts;aus;auseinander;bergauf;drauf;durch;ein;einher;entgegen;heim;her;herum;hervor;hin;hinaus;hinweg;hoch;los;mit;nach;schief;um;umher;unter;verloren;vonstatten;vor;voran;voraus;vorbei;weg;zu;zugrunde;zurück;zusammen;über,41,Die Auktion geht nach den Feiertagen am 5. Januar 2001 weiter ; das Endergebnis könnte nach Expertenmeinung bereits zwischen dem 12. und dem 20. Januar feststehen .,nach den Feiertagen an dem 5. Januar 2001,hdt-s163563,de_hdt-ud-train-b-1.conllu,-1.6890887022018433,-1.6890887022018433,-5.9334;-12.8204;-4.1053;-5.6389;-13.6968;-4.6476;-9.8449;-15.0652;-13.5497;-6.3588;-7.5168;-9.3758;-11.1365;-11.8502;-10.9965;-10.1869;-11.7015;-10.9294;-9.4775;-14.4769;-10.3888;-3.9031;-3.0100;-5.5692;-12.3379;-3.2324;-16.3715;-4.1047;-10.5037;-6.2991;-5.3484;-10.0807;-10.9274;-6.9116;-9.8201;-1.8888;-11.3820;-8.3929;-8.7763;-2.2337,-1.888849139213562,0.19976043701171875,1,1,41,1.0
19,stellen,short,1,Schnell stellen sie,fest,ab;an;auf;aus;bereit;dar;ein;entgegen;fertig;frei;gegenüber;gleich;her;heraus;hin;infrage;klar;nach;quer;raus;richtig;sicher;um;vor;zu;zusammen,27,"Schnell stellen sie fest, dass der Doc bereits verstorben ist.",sie,train-s12942,de_gsd-ud-train.conllu,-2.7416257858276367,-2.7416257858276367,-7.7202;-5.7745;-5.1285;-6.2596;-7.5546;-5.6316;-4.3454;-11.7619;-8.4827;-10.7506;-9.7400;-7.0540;-6.8138;-7.7110;-8.1407;-9.8826;-5.5293;-5.8203;-10.1445;-8.4652;-8.6107;-3.1198;-7.1994;-6.4475;-6.5723;-7.9166,-3.1197996139526367,0.378173828125,1,1,27,1.0
20,stellen,short,2,Dell stellt neue Business-PCs,vor,ab;an;auf;aus;bereit;dar;ein;entgegen;fertig;fest;frei;gegenüber;gleich;her;heraus;hin;infrage;klar;nach;quer;raus;richtig;sicher;um;zu;zusammen,27,Dell stellt neue Business-PCs vor,neue Business-PCs,hdt-s44161,de_hdt-ud-train-a-1.conllu,-1.3901567459106445,-1.3901567459106445,-7.4559;-5.9896;-3.5341;-5.4931;-4.9641;-7.3453;-5.4537;-10.5198;-7.2237;-9.8008;-9.3281;-10.5022;-11.1279;-2.4983;-7.7399;-10.1380;-11.8441;-12.0638;-6.2004;-12.1023;-10.6472;-11.9695;-7.8439;-8.8970;-6.2670;-6.0608,-2.4983034133911133,1.1081466674804688,1,1,27,1.0
21,stellen,short,1,Deutsche Bank 24 stellt eCash,ein,ab;an;auf;aus;bereit;dar;entgegen;fertig;fest;frei;gegenüber;gleich;her;heraus;hin;infrage;klar;nach;quer;raus;richtig;sicher;um;vor;zu;zusammen,27,Deutsche Bank 24 stellt eCash ein,eCash,hdt-s190397,de_hdt-ud-train-b-2.conllu,-4.894800186157227,-4.894800186157227,-6.8407;-6.8742;-4.5604;-5.3879;-4.9648;-7.9242;-7.4135;-9.7724;-7.6192;-7.5097;-9.9291;-9.7823;-8.3880;-9.1851;-10.4674;-8.7336;-10.9878;-5.8437;-10.3408;-10.4977;-10.0028;-8.9911;-6.9520;-5.2330;-6.8179;-6.7531,-4.560449600219727,-0.3343505859375,0,2,27,0.5
22,stellen,medium,3,Mainboards mit dem i860-Chipsatz und zwei 603-poligen Prozessorsockeln für das neue µPGA-603-Gehäuse des Xeon stellen nur wenige Firmen,her,ab;an;auf;aus;bereit;dar;ein;entgegen;fertig;fest;frei;gegenüber;gleich;heraus;hin;infrage;klar;nach;quer;raus;richtig;sicher;um;vor;zu;zusammen,27,Mainboards mit dem i860-Chipsatz und zwei 603-poligen Prozessorsockeln für das neue µPGA-603-Gehäuse des Xeon stellen nur wenige Firmen her .,nur wenige Firmen,hdt-s44039,de_hdt-ud-train-a-1.conllu,-2.0187771320343018,-2.0187771320343018,-7.6980;-5.2375;-2.5913;-5.0587;-3.2272;-4.9389;-5.0247;-8.6732;-7.5511;-5.4839;-8.0834;-7.6039;-9.0361;-5.7429;-7.3819;-7.0226;-9.1903;-5.6218;-10.0187;-10.9093;-8.4560;-6.6283;-5.8348;-2.3158;-5.8739;-9.8121,-2.315812349319458,0.29703521728515625,1,1,27,1.0
23,stellen,medium,7,Die Telefonica-Sprecherin stellte zugleich einen Bericht der Zeitung El Pais,richtig,ab;an;auf;aus;bereit;dar;ein;entgegen;fertig;fest;frei;gegenüber;gleich;her;heraus;hin;infrage;klar;nach;quer;raus;sicher;um;vor;zu;zusammen,27,"Die Telefonica-Sprecherin stellte zugleich einen Bericht der Zeitung El Pais richtig , wonach der 66-jährige ehemalige Bundeswirtschaftsminister und FDP-Politiker einen neuen Beratervertrag mit Telefonica geschlossen haben sollte .",zugleich einen Bericht der Zeitung El Pais,hdt-s172708,de_hdt-ud-train-b-2.conllu,-11.71778392791748,-11.71778392791748,-7.6428;-6.9339;-4.9148;-5.6729;-5.5918;-6.6422;-7.4034;-4.8357;-8.2128;-6.8570;-9.7349;-5.6617;-8.7476;-6.1272;-2.4093;-6.0902;-8.9544;-8.8176;-5.5471;-13.1009;-7.7089;-10.3316;-7.2409;-1.2703;-5.6223;-6.3596,-1.2703046798706055,-10.447479248046875,0,26,27,0.038461538461538464
24,stellen,medium,4,Wir stellen zurzeit sogar neue Mitarbeiter,ein,ab;an;auf;aus;bereit;dar;entgegen;fertig;fest;frei;gegenüber;gleich;her;heraus;hin;infrage;klar;nach;quer;raus;richtig;sicher;um;vor;zu;zusammen,27,Wir stellen zurzeit sogar neue Mitarbeiter ein .,zurzeit sogar neue Mitarbeiter,hdt-s65010,de_hdt-ud-train-a-2.conllu,-0.15713585913181305,-0.15713585913181305,-6.6164;-5.3687;-5.0565;-4.8935;-7.1115;-11.1774;-11.5686;-8.0667;-5.2210;-7.2430;-11.9356;-11.4271;-6.7224;-12.5013;-10.8633;-12.3679;-13.6045;-7.2895;-13.6619;-12.3503;-13.1246;-10.0394;-8.0811;-4.5772;-6.6553;-6.9077,-4.577248573303223,4.42011271417141,1,1,27,1.0
