item_id,verb_stem,distance_bucket,n_intervening_tokens,context_sentence,correct_prefix,distractor_prefixes,full_original_sentence,intervening_text,sent_id,source_file,correct_logprob,correct_logprob_per_token,distractor_logprobs,best_distractor_logprob,margin,model_prefers_correct
11,kommen,long,23,"Damit kommen die Hersteller auch der Kompatibilität zwischen dem einzigen wiederbeschreibbaren DVD-Format , für das es Geräte gibt , und den DVD-ROM-Playern ein gutes Stück",näher,dazu;davon,"Damit kommen die Hersteller auch der Kompatibilität zwischen dem einzigen wiederbeschreibbaren DVD-Format , für das es Geräte gibt , und den DVD-ROM-Playern ein gutes Stück näher .","die Hersteller auch der Kompatibilität zwischen dem einzigen wiederbeschreibbaren DVD-Format , für das es Geräte gibt , und den DVD-ROM-Playern ein gutes Stück",hdt-s24289,de_hdt-ud-train-a-1.conllu,-0.1263614147901535,-0.1263614147901535,-12.8885;-9.8299,-9.82989501953125,9.703533604741096,1
12,kommen,long,14,Zu den reinen Lizenzkosten kommen Beträge in Milliardenhöhe für den Aufbau der UMTS-Netze sowie Zinsen für Kredite und Anleihen,hinzu,los;zuvor,Zu den reinen Lizenzkosten kommen Beträge in Milliardenhöhe für den Aufbau der UMTS-Netze sowie Zinsen für Kredite und Anleihen hinzu .,Beträge in Milliardenhöhe für den Aufbau der UMTS-Netze sowie Zinsen für Kredite und Anleihen,hdt-s148405,de_hdt-ud-train-b-1.conllu,-1.0550742149353027,-1.0550742149353027,-14.8307;-13.6058,-13.60578727722168,12.550713062286377,1
13,kommen,long,8,"Sollte die Klägerin in dem Prozeß Recht bekommen , warnt er , käme dies "" einem Maulkorb für das Internet """,gleich,näher;zuvor,"Sollte die Klägerin in dem Prozeß Recht bekommen , warnt er , käme dies "" einem Maulkorb fürs Internet "" gleich .","dies "" einem Maulkorb für das Internet """,hdt-s95946,de_hdt-ud-train-a-2.conllu,-0.03099404275417328,-0.03099404275417328,-9.6465;-11.1258,-9.646469116210938,9.615475073456764,1
14,kommen,long,11,"Es ist in einer Armbanduhr untergebracht und kommt ohne herkömmlichen Lautsprecher und ohne die übliche "" große "" Handy-Tastatur",aus,unter;hierher,"Es ist in einer Armbanduhr untergebracht und kommt ohne herkömmlichen Lautsprecher und ohne die übliche "" große "" Handy-Tastatur aus .","ohne herkömmlichen Lautsprecher und ohne die übliche "" große "" Handy-Tastatur",hdt-s74871,de_hdt-ud-train-a-2.conllu,-0.3106333613395691,-0.3106333613395691,-8.4971;-12.9158,-8.497109413146973,8.186476051807404,1
15,kommen,long,9,So kommen die jetzt erhältlichen DVD-ROM-Laufwerke und DVD-Player nicht mit DVD-R-Discs,zurecht,vor;an,"So kommen die jetzt erhältlichen DVD-ROM-Laufwerke und DVD-Player nicht mit DVD-R-Discs zurecht , die in mehreren Sessions beschrieben sind : ihnen fehlt die Multisessionfähigkeit .",die jetzt erhältlichen DVD-ROM-Laufwerke und DVD-Player nicht mit DVD-R-Discs,hdt-s24279,de_hdt-ud-train-a-1.conllu,-0.5890010595321655,-0.5890010595321655,-8.7933;-6.8424,-6.842356204986572,6.253355145454407,1
16,gehen,short,2,"Der Professor , der sich vor seinem Wechsel in die Informatik lange Jahre mit Statistik beschäftigt hat , ging ein Hauptargument",an,bergauf;voraus,"Der Professor , der sich vor seinem Wechsel in die Informatik lange Jahre mit Statistik beschäftigt hat , ging ein Hauptargument an , das die ganze Diskussion über die IT-Migranten auch bei der deutschen Green-Card-Regelung begleitet hat :",ein Hauptargument,hdt-s149267,de_hdt-ud-train-b-1.conllu,-3.0667154788970947,-3.0667154788970947,-11.8846;-5.7579,-5.7579498291015625,2.6912343502044678,1
17,gehen,short,2,35 Prozent unter ihnen gehen sogar davon,aus,ein;zugrunde,"35 Prozent unter ihnen gehen sogar davon aus , daß es Gratistelefonate schon binnen eines Jahres geben wird .",sogar davon,hdt-s77092,de_hdt-ud-train-a-2.conllu,-0.0018600797047838569,-0.0018600797047838569,-12.6996;-15.5980,-12.699621200561523,12.69776112085674,1
18,gehen,short,1,Eine E-Mail mit sexuellem Inhalt ging weltweit,herum,auf;hinaus,"Eine E-Mail mit sexuellem Inhalt ging weltweit herum , nachdem der Empfänger , ein Rechtsanwalt , sie von seinem Arbeitsplatz aus stolz an einige Freunde weitergeleitet hatte .",weltweit,hdt-s92833,de_hdt-ud-train-a-2.conllu,-4.869315147399902,-4.869315147399902,-6.2210;-10.9452,-6.221034049987793,1.3517189025878906,1
19,gehen,short,2,Rechtsanwalt geht gegen Abmahn-Datenbank,vor,vorbei;voran,Rechtsanwalt geht gegen Abmahn-Datenbank vor,gegen Abmahn-Datenbank,hdt-s14426,de_hdt-ud-test.conllu,-0.7155004143714905,-0.7155004143714905,-11.8411;-8.0260,-8.02599811553955,7.31049770116806,1
20,gehen,short,1,"Die Telekom öffnet den anmeldepflichtigen T-Online-by-Call-Zugang ausschließlich über ISDN , Kunden mit analogem Anschluss gehen leer",aus,zusammen;zu,"Die Telekom öffnet den anmeldepflichtigen T-Online-by-Call-Zugang ausschließlich über ISDN , Kunden mit analogem Anschluss gehen leer aus .",leer,hdt-s199754,de_hdt-ud-train-b-2.conllu,-0.002214838284999132,-0.002214838284999132,-17.8849;-11.3659,-11.365894317626953,11.363679479341954,1
21,gehen,medium,7,E-Plus geht mit Hutchison zu der Ersteigerung einer UMTS-Lizenz,zusammen,einher;aufwärts,E-Plus geht mit Hutchison zur Ersteigerung einer UMTS-Lizenz zusammen .,mit Hutchison zu der Ersteigerung einer UMTS-Lizenz,hdt-s143931,de_hdt-ud-train-b-1.conllu,-5.427871227264404,-5.427871227264404,-7.3482;-14.0106,-7.34821081161499,1.920339584350586,1
22,gehen,medium,3,Sie geht nicht nur davon,aus,bergauf;herum,"Sie geht nicht nur davon aus , dass bereits im Jahr 2003 mehr als eine Milliarde Mobilfunk-Teilnehmer weltweit geben wird , sondern dass im selben Jahr auch die Zahl der mobilen Internet-Zugangsgeräte die Anzahl der PCs mit Internet-Anbindung übersteigt .",nicht nur davon,hdt-s20009,de_hdt-ud-train-a-1.conllu,-0.005487853195518255,-0.005487853195518255,-17.7366;-12.2112,-12.211189270019531,12.205701416824013,1
23,gehen,medium,3,Dem Regelbetrieb in Ludwigshafen gingen Experimente in Bremen,voraus,weiter;hinaus,Dem Regelbetrieb in Ludwigshafen gingen Experimente in Bremen voraus .,Experimente in Bremen,hdt-s171165,de_hdt-ud-train-b-2.conllu,-6.152790069580078,-6.152790069580078,-4.6617;-10.4324,-4.66169548034668,-1.4910945892333984,0
24,gehen,medium,5,Geht das Verfahren positiv für Microsoft,aus,hinweg;hinaus,"Geht das Verfahren positiv für Microsoft aus , erscheint eine erneute Anklage wegen der Serversoftware zunächst unwahrscheinlich .",das Verfahren positiv für Microsoft,hdt-s37122,de_hdt-ud-train-a-1.conllu,-0.2896733582019806,-0.2896733582019806,-12.5828;-10.2094,-10.209441184997559,9.919767826795578,1
25,gehen,medium,3,Britische Geheimdienste gehen wieder gegen Web-Veröffentlichungen,vor,nach;weg,Britische Geheimdienste gehen wieder gegen Web-Veröffentlichungen vor,wieder gegen Web-Veröffentlichungen,hdt-s7545,de_hdt-ud-dev.conllu,-0.566861629486084,-0.566861629486084,-6.9087;-12.5726,-6.90869665145874,6.341835021972656,1
26,gehen,long,36,"Aus dem Poker gingen D1 ( Telekom ) , D2 ( Vodafone ) , E-Plus , VIAG Interkom ( British Telecom ) sowie Mobilcom ( France Telecom ) und zu der Überraschung vieler auch das spanisch/finnische Konsortium G3 als Sieger",hervor,hinweg;weiter,"Aus dem Poker gingen D1 ( Telekom ) , D2 ( Vodafone ) , E-Plus , VIAG Interkom ( British Telecom ) sowie Mobilcom ( France Telecom ) und zur Überraschung vieler auch das spanisch/finnische Konsortium G3 als Sieger hervor .","D1 ( Telekom ) , D2 ( Vodafone ) , E-Plus , VIAG Interkom ( British Telecom ) sowie Mobilcom ( France Telecom ) und zu der Überraschung vieler auch das spanisch/finnische Konsortium G3 als Sieger",hdt-s56797,de_hdt-ud-train-a-1.conllu,-0.12728340923786163,-0.12728340923786163,-12.1328;-10.3961,-10.396074295043945,10.268790885806084,1
27,gehen,long,18,Der von James Clark und Stephen Deach ( Adobe ) verfaßte Draft geht nicht nur wegen seines Umfangs weit über die von Microsoft und anderen in dem August 1997 eingereicht Note,hinaus,bergauf;ab,Der von James Clark und Stephen Deach ( Adobe ) verfaßte Draft geht nicht nur wegen seines Umfangs weit über die von Microsoft und anderen im August 1997 eingereicht Note hinaus .,nicht nur wegen seines Umfangs weit über die von Microsoft und anderen in dem August 1997 eingereicht Note,hdt-s110119,de_hdt-ud-dev.conllu,-0.3288073241710663,-0.3288073241710663,-17.8142;-8.4790,-8.479025840759277,8.150218516588211,1
28,gehen,long,8,Der Reply geht dann wieder ordnungsgemäß als E-Mail an den Absender,zurück,verloren;vor,Der Reply geht dann wieder ordnungsgemäß als E-Mail an den Absender zurück .,dann wieder ordnungsgemäß als E-Mail an den Absender,hdt-s28418,de_hdt-ud-train-a-1.conllu,-1.1388369798660278,-1.1388369798660278,-8.1023;-9.2749,-8.102347373962402,6.9635103940963745,1
29,gehen,long,13,"Zwei Tage , bevor in Stockholm die Kerzen an den Weihnachtsbäumen angezündet wurden , gingen in dem Skandinavien-Büro von Webmiles nach nicht einmal neun Monaten Betriebszeit die Lichter",aus,auseinander;los,"Zwei Tage , bevor in Stockholm die Kerzen an den Weihnachtsbäumen angezündet wurden , gingen im Skandinavien-Büro von Webmiles nach nicht einmal neun Monaten Betriebszeit die Lichter aus - der zweite Schlag für Webmiles nach dem Ende der Kooperation mit Ricardo vor wenigen Wochen .",in dem Skandinavien-Büro von Webmiles nach nicht einmal neun Monaten Betriebszeit die Lichter,hdt-s173462,de_hdt-ud-train-b-2.conllu,-0.06556455045938492,-0.06556455045938492,-12.7650;-11.3161,-11.316071510314941,11.250506959855556,1
30,gehen,long,12,An dem 26. Juli will Infineon die Zahlen für das morgen endende dritte Quartal vorlegen und geht von einem Gewinn von rund 300 Millionen Euro ( vor Steuern ),aus,einher;zu,Am 26. Juli will Infineon die Zahlen für das morgen endende dritte Quartal vorlegen und geht von einem Gewinn von rund 300 Millionen Euro ( vor Steuern ) aus .,von einem Gewinn von rund 300 Millionen Euro ( vor Steuern ),hdt-s46136,de_hdt-ud-train-a-1.conllu,-0.06814232468605042,-0.06814232468605042,-13.1211;-10.0882,-10.088176727294922,10.020034402608871,1
31,stellen,short,1,Man stelle sich,vor,richtig;hin,"Man stelle sich vor , die GMD oder das Fraunhofer Institut würden hierzulande nämliches machen .",sich,hdt-s98191,de_hdt-ud-train-a-2.conllu,-0.7743286490440369,-0.7743286490440369,-10.1136;-8.4914,-8.491445541381836,7.717116892337799,1
32,stellen,short,2,Transmeta stellt den Crusoe-Prozessor,her,fest;gleich,"Transmeta stellt den Crusoe-Prozessor her , der vor allem durch seine geringe Stromaufnahme ( unter 5 Watt bei 600 MHz ) und daher geringe Hitzeentwicklung glänzt .",den Crusoe-Prozessor,hdt-s185118,de_hdt-ud-train-b-2.conllu,-5.324258804321289,-5.324258804321289,-7.4334;-7.7858,-7.433403015136719,2.1091442108154297,1
33,stellen,short,2,Mögliche Konzepte stellte Marit Köhntopp,vor,sicher;nach,"Mögliche Konzepte stellte Marit Köhntopp vor , Informatikerin im Unabhängigen Datenschutzzentrum in Kiel .",Marit Köhntopp,hdt-s83982,de_hdt-ud-train-a-2.conllu,-1.6968953609466553,-1.6968953609466553,-10.5896;-7.3226,-7.322641372680664,5.625746011734009,1
34,stellen,short,2,Diamond stellt neuen Rio,vor,dar;sicher,Diamond stellt neuen Rio vor,neuen Rio,hdt-s105358,de_hdt-ud-dev.conllu,-7.033136367797852,-7.033136367797852,-10.8068;-10.4950,-10.494977951049805,3.461841583251953,1
35,stellen,short,1,Hierzu stelle ich,fest,raus;zusammen,Hierzu stelle ich fest :,ich,hdt-s50985,de_hdt-ud-train-a-1.conllu,-2.1904044151306152,-2.1904044151306152,-9.6552;-8.2269,-8.226861000061035,6.03645658493042,1
36,stellen,medium,5,Vielmehr stellten sie in dem Wesentlichen darauf,ab,vor;ein,"Vielmehr stellten sie im Wesentlichen darauf ab , dass das Gerät derzeit die Existenz von privaten Fernsehanbietern noch nicht bedrohe .",sie in dem Wesentlichen darauf,hdt-s59641,de_hdt-ud-train-a-1.conllu,-0.03787281736731529,-0.03787281736731529,-11.1954;-6.9403,-6.940311908721924,6.9024390913546085,1
37,stellen,medium,5,"Um in Zukunft wieder Gewinne einzufahren , stellt T-Online jetzt ein verlustträchtiges Angebot",ein,um;dar,"Um in Zukunft wieder Gewinne einzufahren , stellt T-Online jetzt ein verlustträchtiges Angebot ein :",T-Online jetzt ein verlustträchtiges Angebot,hdt-s20247,de_hdt-ud-train-a-1.conllu,-2.441758632659912,-2.441758632659912,-5.0294;-6.1716,-5.029374599456787,2.587615966796875,1
38,stellen,medium,7,"Die US-Firma Invention Machine Corporation stellt einen "" Knowledge-Processor "" für das Internet",vor,richtig;dar,"Die US-Firma Invention Machine Corporation stellt einen "" Knowledge-Processor "" für das Internet vor .","einen "" Knowledge-Processor "" für das Internet",hdt-s49833,de_hdt-ud-train-a-1.conllu,-2.000840425491333,-2.000840425491333,-13.6046;-5.8520,-5.852031230926514,3.8511908054351807,1
39,stellen,medium,6,Die Datenmengen bei der Aufzeichnung von Video in dem MPEG-2- oder MPEG-4-Format stellten für die Microdrives überhaupt kein Problem,dar,ab;frei,"Die Datenmengen bei der Aufzeichnung von Video im MPEG-2- oder MPEG-4-Format stellten für die Microdrives überhaupt kein Problem dar , meint Berger .",für die Microdrives überhaupt kein Problem,hdt-s205146,de_hdt-ud-train-b-2.conllu,-0.03433147817850113,-0.03433147817850113,-12.7414;-15.0452,-12.741412162780762,12.70708068460226,1
40,stellen,medium,5,"Die Sonne-Flatrate war bereits in dem September des letzten Jahres untergegangen , das Sonnet-Portal stellte die Firma dann Mitte Dezember",ein,zusammen;nach,"Die Sonne-Flatrate war bereits im September des letzten Jahres untergegangen , das Sonnet-Portal stellte die Firma dann Mitte Dezember ein .",die Firma dann Mitte Dezember,hdt-s199580,de_hdt-ud-train-b-2.conllu,-1.4524191617965698,-1.4524191617965698,-6.8718;-5.1445,-5.144451141357422,3.692031979560852,1
41,stellen,long,16,Als vollständig kompatibel zu der Version 6.3 des X Window System stellte NetManage auf der CeBIT den in dem letzten Jahr von Age Logic übernommenen X-Server für PCs,vor,sicher;heraus,Als vollständig kompatibel zur Version 6.3 des X Window System stellte NetManage auf der CeBIT den im letzten Jahr von Age Logic übernommenen X-Server für PCs vor .,NetManage auf der CeBIT den in dem letzten Jahr von Age Logic übernommenen X-Server für PCs,hdt-s192763,de_hdt-ud-train-b-2.conllu,-0.5516699552536011,-0.5516699552536011,-12.4335;-7.8737,-7.87370491027832,7.322034955024719,1
42,stellen,long,9,Das Heinz Nixdorf Museum in Paderborn stellt für diese Aktion eine Etage samt der benötigten Energieversorgung,bereit,auf;infrage,Das Heinz Nixdorf Museum in Paderborn stellt für diese Aktion eine Etage samt der benötigten Energieversorgung bereit .,für diese Aktion eine Etage samt der benötigten Energieversorgung,hdt-s17523,de_hdt-ud-test.conllu,-3.1281161308288574,-3.1281161308288574,-4.6332;-11.7163,-4.633248805999756,1.5051326751708984,1
43,stellen,long,9,Dies stellte an dem Freitag die britische E-Zine Need To Know,fest,gegenüber;her,Dies stellte am Freitag die britische E-Zine Need To Know fest .,an dem Freitag die britische E-Zine Need To Know,hdt-s105758,de_hdt-ud-dev.conllu,-1.674701452255249,-1.674701452255249,-7.3170;-5.1032,-5.103189468383789,3.42848801612854,1
44,stellen,long,9,Baan stellt wie die noch größere Walldorfer SAP Software für Großunternehmen,her,aus;fertig,Baan stellt wie die noch größere Walldorfer SAP Software für Großunternehmen her .,wie die noch größere Walldorfer SAP Software für Großunternehmen,hdt-s119198,de_hdt-ud-test.conllu,-3.425238847732544,-3.425238847732544,-4.4999;-8.8955,-4.499861717224121,1.0746228694915771,1
45,stellen,long,8,"Die Asia Pacific Telecommunity ( APT ) , ein auf einem zwischenstaatlichen Vertrag beruhender regionaler Telekommunikationsverbund , hatte Anfang November die so genannte Tokyo Declaration verabschiedet , in der sich die Informations- und Telekommunikationsminister der APT-Mitgliederstaaten auf Entwicklungsgrundsätze in dem Bereich der Informations- und Kommunikationstechniken verständigt hatten - diese Deklaration stellt ein Pendant zu dem europäischen Internet-Entwicklungsplans E-Europe 2002",dar,fertig;her,"Die Asia Pacific Telecommunity ( APT ) , ein auf einem zwischenstaatlichen Vertrag beruhender regionaler Telekommunikationsverbund , hatte Anfang November die so genannte Tokyo Declaration verabschiedet , in der sich die Informations- und Telekommunikationsminister der APT-Mitgliederstaaten auf Entwicklungsgrundsätze im Bereich der Informations- und Kommunikationstechniken verständigt hatten - diese Deklaration stellt ein Pendant zum europäischen Internet-Entwicklungsplans E-Europe 2002 dar .",ein Pendant zu dem europäischen Internet-Entwicklungsplans E-Europe 2002,hdt-s31901,de_hdt-ud-train-a-1.conllu,-0.315984308719635,-0.315984308719635,-10.8311;-6.8041,-6.8040595054626465,6.4880751967430115,1
46,geben,short,2,Anderthalb Jahre später gab die Firma,auf,ein;bekennen,Anderthalb Jahre später gab die Firma auf :,die Firma,hdt-s153306,de_hdt-ud-train-b-1.conllu,-3.8601315021514893,-3.8601315021514893,-4.0499;-14.8329,-4.049908638000488,0.18977713584899902,1
47,geben,short,0,Der Prozessorhersteller gab,an,preis;zurück,"Der Prozessorhersteller gab an , die Wiederherstellung des Steuerungssystems habe rund 20.000 US-Dollar gekostet .",,hdt-s178806,de_hdt-ud-train-b-2.conllu,-2.346618175506592,-2.346618175506592,-7.9061;-10.7938,-7.906091213226318,5.559473037719727,1
48,geben,short,1,Als einen Grund für den schlappen PC-Absatz gab IDC,an,wider;heraus,"Als einen Grund für den schlappen PC-Absatz gab IDC an , dass Großfirmen bei Investitionen in Hardware zögerlicher seien als erwartet .",IDC,hdt-s45418,de_hdt-ud-train-a-1.conllu,-2.2182390689849854,-2.2182390689849854,-11.0565;-7.4183,-7.418300628662109,5.200061559677124,1
49,geben,short,0,IDT gibt,an,ein;vor,"IDT gibt an , die Lieferengpässe beim W2-Chips ausgeräumt zu haben und die Versionen mit 200 , 225 und 240 MHz in Stückzahlen liefern zu können , auch in Ausführungen mit 3,3 Volt .",,hdt-s187269,de_hdt-ud-train-b-2.conllu,-3.7513952255249023,-3.7513952255249023,-5.4913;-6.3151,-5.491341590881348,1.7399463653564453,1
50,geben,short,2,Als Grund gab ein Funktionär,an,preis;frei,"Als Grund gab ein Funktionär an, dass ""der Vater immer wieder Geld wollte"".",ein Funktionär,train-s2672,de_gsd-ud-train.conllu,-1.607643485069275,-1.607643485069275,-8.8900;-10.3984,-8.890043258666992,7.282399773597717,1
51,geben,medium,3,In einer Börsenpflichtmeldung gab der Co-Shopping-Anbieter LetsBuyIt.com,bekannt,weiter;statt,"In einer Börsenpflichtmeldung gab der Co-Shopping-Anbieter LetsBuyIt.com bekannt , dass die niederländische Muttergesellschaft ein Moratorium beantragt hat .",der Co-Shopping-Anbieter LetsBuyIt.com,hdt-s177724,de_hdt-ud-train-b-2.conllu,-1.1456395387649536,-1.1456395387649536,-8.6306;-9.5725,-8.630645751953125,7.485006213188171,1
52,geben,medium,3,Unzufriedenheit mit der Situation gaben nur kleine EDV-Firmen,an,weiter;preis,Unzufriedenheit mit der Situation gaben nur kleine EDV-Firmen an .,nur kleine EDV-Firmen,hdt-s35693,de_hdt-ud-train-a-1.conllu,-0.5176097750663757,-0.5176097750663757,-8.0476;-6.7518,-6.751788139343262,6.234178364276886,1
53,geben,medium,3,Intel gab außerdem erstmals offiziell,bekannt,ein;heraus,"Intel gab außerdem erstmals offiziell bekannt , einen neuen Prozessor für Low-Cost-PCs und Internet-""Appliances"" wie Fernseh-Set-Top-Boxen zu entwickeln .",außerdem erstmals offiziell,hdt-s184720,de_hdt-ud-train-b-2.conllu,-0.6365863084793091,-0.6365863084793091,-5.4377;-9.1466,-5.437689781188965,4.801103472709656,1
54,geben,medium,6,1906 gab er seine Arzttätigkeit sogar zunächst ganz,auf,hin;nach,1906 gab er seine Arzttätigkeit sogar zunächst ganz auf.,er seine Arzttätigkeit sogar zunächst ganz,train-s5322,de_gsd-ud-train.conllu,-0.015702178701758385,-0.015702178701758385,-9.8084;-8.3306,-8.330559730529785,8.314857551828027,1
55,geben,medium,5,Die Regulierungsbehörde für Telekommunikation und Post gibt in wenigen Wochen den Start,frei,hin;recht,Die Regulierungsbehörde für Telekommunikation und Post gibt in wenigen Wochen den Start frei für den Aufbau von Highspeed-Mobilfunknetzen .,in wenigen Wochen den Start,hdt-s73643,de_hdt-ud-train-a-2.conllu,-6.159170150756836,-6.159170150756836,-9.4643;-12.2353,-9.46430778503418,3.3051376342773438,1
56,geben,long,9,Bislang gab das Unternehmen aber noch keine Details zu dem Format,bekannt,bei;hin,Bislang gab das Unternehmen aber noch keine Details zu dem Format bekannt .,das Unternehmen aber noch keine Details zu dem Format,hdt-s19255,de_hdt-ud-test.conllu,-0.7297914624214172,-0.7297914624214172,-7.5457;-10.2236,-7.545684814453125,6.815893352031708,1
57,geben,long,8,In dem Interview gab Mühlner zudem die Investition eines hohen zweistelligen Millionenbetrags,bekannt,frei;nach,"Im Interview gab Mühlner zudem die Investition eines hohen zweistelligen Millionenbetrags bekannt , um eine eigenen Netzinfrastruktur für das europaweite Großkundengeschäft aufzubauen .",Mühlner zudem die Investition eines hohen zweistelligen Millionenbetrags,hdt-s66520,de_hdt-ud-train-a-2.conllu,-2.5663747787475586,-2.5663747787475586,-5.4796;-7.8618,-5.4796342849731445,2.913259506225586,1
58,geben,long,17,Als weitere Neuerungen gibt Microsoft die Unterstützung von Dynamic HTML ( DHTML ) und Synchronized Multimedia Integration Language ( SMIL ),an,bei;preis,Als weitere Neuerungen gibt Microsoft die Unterstützung von Dynamic HTML ( DHTML ) und Synchronized Multimedia Integration Language ( SMIL ) an .,Microsoft die Unterstützung von Dynamic HTML ( DHTML ) und Synchronized Multimedia Integration Language ( SMIL ),hdt-s112997,de_hdt-ud-test.conllu,-2.4893453121185303,-2.4893453121185303,-5.8861;-8.8725,-5.886102199554443,3.396756887435913,1
59,geben,long,9,"An dem Freitag gab das Papier um über 11 Prozent auf 2,71 Euro",nach,vor;heraus,"Am Freitag gab das Papier um über 11 Prozent auf 2,71 Euro nach .","das Papier um über 11 Prozent auf 2,71 Euro",hdt-s152321,de_hdt-ud-train-b-1.conllu,-0.017848355695605278,-0.017848355695605278,-8.9227;-16.1090,-8.922663688659668,8.904815332964063,1
60,geben,long,15,"In dem nachbörslichen Handel gab der Kurs bei vergleichsweise hohem Handelsvolumen noch einmal um über 6 Prozent auf 52,06 US-Dollar",nach,mit;an,"Im nachbörslichen Handel gab der Kurs bei vergleichsweise hohem Handelsvolumen noch einmal um über 6 Prozent auf 52,06 US-Dollar nach .","der Kurs bei vergleichsweise hohem Handelsvolumen noch einmal um über 6 Prozent auf 52,06 US-Dollar",hdt-s149773,de_hdt-ud-train-b-1.conllu,-0.052308090031147,-0.052308090031147,-9.9176;-6.8978,-6.897765159606934,6.845457069575787,1
61,nehmen,short,1,Der lang ersehnte Nachfolger des Bildkompressionsformats JPEG nimmt Formen,an,auf;aus,Der lang ersehnte Nachfolger des Bildkompressionsformats JPEG nimmt Formen an .,Formen,hdt-s15384,de_hdt-ud-test.conllu,-0.01096568163484335,-0.01096568163484335,-8.6194;-10.4514,-8.619401931762695,8.608436250127852,1
